gene,coef,Celltype
AL592183.1,1.454482552,AST
SERPINE2,1.447413609,AST
RBM28,1.406143447,AST
MUM1,1.387705878,AST
ZIC5,1.383272353,AST
CPM,1.380418856,AST
RP11-317N12.1,1.363333902,AST
FAM13B,1.359941466,AST
JAK1,1.3585811,AST
FKBP15,1.343424807,AST
LSM5,1.271210551,AST
PREP,1.267919732,AST
ANAPC5,1.242991693,AST
TBC1D17,1.232214455,AST
NCRNA00185,1.21808367,AST
CAMK2G,1.214155399,AST
AC006547.13,1.200417161,AST
TOM1,1.193806883,AST
IFI16,1.18753593,AST
POLR2G,1.180237233,AST
IQCK,1.177104575,AST
ZNF429,1.176449709,AST
HHATL,1.16412039,AST
ANKRD36,1.162189234,AST
RBBP6,1.140546404,AST
CHKB,1.139610204,AST
VAC14,1.110936982,AST
CIRBP,1.086433756,AST
ERCC6,1.084864762,AST
N4BP2L2,1.082205568,AST
C10orf11,1.071649644,AST
TMBIM6,1.071259818,AST
IL1RAPL1,1.070502892,AST
UXS1,1.061018927,AST
RP11-441O15.3,1.056730839,AST
TLE4,1.056455644,AST
UBE2R2,1.053267195,AST
KHDRBS2,1.040213737,AST
TCF3,1.032477508,AST
NUDT6,1.015038706,AST
RPL13,1.008021041,AST
SLC38A2,0.996629798,AST
KIAA1257,0.990873071,AST
APOOL,0.988260185,AST
CTD-2201E18.3,0.987577793,AST
TMEM164,0.980988711,AST
SCYL3,0.973115385,AST
KIAA1549L,0.971490235,AST
ST6GAL1,0.959583045,AST
PAPSS1,0.957907287,AST
LRP1,0.956394165,AST
TMEM144,0.955233881,AST
THRA,0.953822957,AST
COPG2,0.953515325,AST
ZNF98,0.952880084,AST
NKTR,0.944428533,AST
GFAP,0.942072591,AST
SF1,0.939699287,AST
RP11-96H19.1,0.93677613,AST
SEMA3A,0.933224108,AST
AC016747.2,0.931990195,AST
RP11-116N8.1,0.925740865,AST
TF,0.923953986,AST
SENP2,0.919841418,AST
GSTM5,0.908896661,AST
YTHDC2,0.906175541,AST
RSRC1,0.904108613,AST
STX16,0.903626518,AST
RASGRP3,0.898524572,AST
ARHGEF3,0.890754865,AST
AC099057.8,0.88749694,AST
C1orf101,0.884899458,AST
FEZ1,0.880843648,AST
PSMB2,0.878640812,AST
SREBF2,0.869017527,AST
STYXL1,0.865208543,AST
DBX2,0.860096091,AST
QDPR,0.851669254,AST
DRAIC,0.848601572,AST
MT-ND4,0.846780202,AST
KCTD1,0.843304911,AST
RP11-259K15.3,0.842783355,AST
ANGPTL4,0.841593317,AST
HDAC10,0.833090584,AST
DAPK3,0.829566203,AST
TBCA,0.826963994,AST
ACER3,0.826753181,AST
MEF2D,0.821802221,AST
ZNF462,0.819434566,AST
PSD2,0.814839583,AST
INPP4A,0.811697276,AST
LMBR1,0.808134909,AST
RP11-179A16.1,0.806179538,AST
PURG,0.787654871,AST
TCTN2,0.787188369,AST
FBXL4,0.782496352,AST
DOCK5,0.780508477,AST
PLXNC1,0.778685326,AST
IKZF5,0.763101664,AST
TKT,0.760653635,AST
ARHGEF4,0.759070952,AST
HSPB8,0.753219484,AST
MT-CO2,0.748578237,AST
MAN1A2,0.748382102,AST
IGF2R,0.747636726,AST
GNA14,0.74203057,AST
ATG10,0.741475531,AST
STXBP3,0.74058271,AST
NRXN3,0.740462533,AST
LETM2,0.734210818,AST
UTY,0.729474753,AST
CYSTM1,0.727566044,AST
WDR27,0.726743554,AST
TOGARAM2,0.725242331,AST
ARHGEF17,0.723500076,AST
EFR3B,0.723177301,AST
SPOP,0.722730172,AST
SNTG1,0.722327547,AST
ARHGAP29,0.717987944,AST
KCTD15,0.717600463,AST
MRPS30,0.712192981,AST
ADAMTS6,0.703291653,AST
PFKFB3,0.69423532,AST
ATP11C,0.693346992,AST
MTUS1,0.690975747,AST
MPRIP,0.689725308,AST
LLfos-48D6.2,0.67324948,AST
MARS,0.670402366,AST
WHAMM,0.66333223,AST
RAB3GAP1,0.661679766,AST
PDE3A,0.660498529,AST
FTCDNL1,0.658680028,AST
TSTD2,0.650730462,AST
DPY19L1,0.646378218,AST
WDR66,0.644516376,AST
BCAN,0.634047179,AST
ARRDC3,0.626574416,AST
PLK5,0.619632001,AST
ANAPC1,0.618280781,AST
CCDC7,0.615439742,AST
RP11-206L10.11,0.6139586,AST
RP11-398K22.12,0.608709296,AST
UBE3D,0.607136252,AST
RP11-563J2.2,0.606786658,AST
ZMYM2,0.604803174,AST
ERI3,0.599850001,AST
ANP32A,0.599206947,AST
FBXL20,0.59842893,AST
ELOVL5,0.59653617,AST
RP5-1049N15.2,0.592440906,AST
FAHD2CP,0.589165113,AST
ALK,0.583078524,AST
RHBDD3,0.577323385,AST
ZNRF2,0.576084995,AST
YPEL5,0.571007519,AST
NUP210L,0.569949771,AST
USP13,0.569741804,AST
C16orf88,0.567517382,AST
RIN3,0.560337658,AST
DEF8,0.560172054,AST
WNK2,0.541514022,AST
RP5-1024N4.2,0.539347626,AST
RLF,0.538828612,AST
ZRSR2,0.538735459,AST
IL6R,0.5285419,AST
MFSD11,0.523527575,AST
MLH3,0.521263669,AST
PRIMPOL,0.518360791,AST
B3GAT2,0.517999454,AST
GOLGA5,0.506491683,AST
AVL9,0.497578925,AST
GLE1,0.493621607,AST
PSMG4,0.492955626,AST
GABRA2,0.492921147,AST
C16orf62,0.491708163,AST
RBFOX1,0.486656324,AST
HIF3A,0.480266416,AST
RP11-447D11.2,0.479561056,AST
ACSL1,0.479322132,AST
SDK2,0.474591667,AST
JAKMIP3,0.470481316,AST
NCAN,0.468847577,AST
PHYKPL,0.467846299,AST
HSPA12A,0.46623556,AST
MEIS1,0.4638584,AST
CARS2,0.463256532,AST
FLYWCH1,0.460540762,AST
EIF3B,0.457396387,AST
RP4-562J12.2,0.457320938,AST
PLEKHB1,0.454092233,AST
MAOA,0.452037459,AST
CLCN4,0.451618957,AST
RP5-1159O4.1,0.4482007,AST
SAP30BP,0.447348274,AST
ABCA5,0.44559047,AST
SOX9,0.445057055,AST
ZNF804B,0.443955336,AST
RP11-563J2.3,0.442451816,AST
HOMER2,0.432581801,AST
ABCA3,0.430286774,AST
TCEANC2,0.424395092,AST
ENO2,0.423839186,AST
AMZ2,0.422367358,AST
BAIAP2,0.420644528,AST
RP11-116N8.4,0.4204404,AST
LCOR,0.418754346,AST
RHBDL2,0.417136929,AST
RP4-694B14.5,0.415077084,AST
NUBPL,0.410117937,AST
EVI5,0.406066538,AST
MVD,0.399129848,AST
AK8,0.394894513,AST
EWSR1,0.39486898,AST
TTN,0.393257496,AST
EXPH5,0.392479346,AST
IQCH,0.391872191,AST
SHROOM4,0.387399989,AST
ZDHHC24,0.387015791,AST
RP11-10O17.3,0.385600585,AST
CCDC144B,0.38353852,AST
TCFL5,0.382807626,AST
FAM134B,0.37932859,AST
CNTN3,0.376728117,AST
FARP1,0.3741666,AST
RP11-799O21.1,0.374072749,AST
PACS1,0.371578354,AST
ATR,0.368654085,AST
THADA,0.368312834,AST
AGTPBP1,0.367850088,AST
ATF7IP2,0.36320154,AST
PAMR1,0.361277373,AST
USP53,0.352548244,AST
ABCC4,0.35235615,AST
SOX9-AS1,0.346015266,AST
CLIC4,0.344671196,AST
SCAMP1,0.341386488,AST
SLC6A11,0.336876001,AST
IRS2,0.335009123,AST
SYTL4,0.332773165,AST
RP11-163N6.2,0.331084949,AST
TP53BP1,0.329966838,AST
GCLC,0.323315853,AST
AGL,0.323273901,AST
RPS6KC1,0.322424364,AST
SLC25A18,0.318381689,AST
KLF9,0.317983758,AST
TAB1,0.316505164,AST
ONECUT1,0.315108215,AST
SLC8B1,0.308600001,AST
DENND1B,0.303261003,AST
DIO2,0.302271047,AST
RASD1,0.30224952,AST
RAB22A,0.300306498,AST
RIMS1,0.299074373,AST
HMGN3,0.297933202,AST
RP1-93I3.1,0.296697282,AST
DST,0.296060782,AST
WWC1,0.29597114,AST
RP11-81N13.1,0.293306488,AST
ETV6,0.291030466,AST
EMID1,0.290592377,AST
RP11-665G4.1,0.286496045,AST
SLF1,0.286179291,AST
ZNF783,0.285544209,AST
RP11-783N5.1,0.28470147,AST
B3GLCT,0.278281133,AST
SNAP23,0.278172684,AST
GLRX3,0.271796347,AST
LIMCH1,0.267815161,AST
GMNN,0.266309655,AST
DIXDC1,0.264392715,AST
POLR3A,0.259640021,AST
RP11-611E13.2,0.258755952,AST
EPS15L1,0.257654089,AST
SFMBT2,0.257505512,AST
KLHL32,0.256070967,AST
FZD4,0.246246875,AST
FUCA1,0.240184389,AST
RAB11A,0.237516712,AST
PNPLA7,0.236677214,AST
PPA1,0.234796171,AST
TUG1,0.23348807,AST
KCNN2,0.232786007,AST
KDELR2,0.23138501,AST
CEP192,0.229426814,AST
IPO11,0.228793828,AST
OTUD7B,0.2279013,AST
GAB1,0.227756206,AST
HYDIN,0.227410811,AST
FERMT2,0.226440759,AST
EFR3A,0.225547731,AST
UBC,0.225522907,AST
HYDIN2,0.225074666,AST
RUNX1T1,0.223208544,AST
CRTC3,0.222033939,AST
WBP2NL,0.21784269,AST
ABTB2,0.214605365,AST
OSGIN2,0.214302121,AST
SLC24A4,0.213569833,AST
PLEC,0.213065762,AST
DAPK1,0.21155902,AST
BHMT2,0.209753087,AST
RP11-345M22.1,0.203623489,AST
CTD-2378E12.1,0.199770154,AST
RP1-222E13.10,0.195647352,AST
FGD6,0.194989338,AST
CLK4,0.190046792,AST
CD44,0.186522909,AST
CP,0.185925564,AST
CST3,0.185533432,AST
PADI2,0.181886715,AST
QKI,0.179854462,AST
ZFHX3,0.178019487,AST
FRMD5,0.177049193,AST
TIAM1,0.175653664,AST
VWCE,0.174633705,AST
ETV5,0.173744631,AST
ZFYVE16,0.172735193,AST
AL121656.4,0.169653169,AST
FZD6,0.169111746,AST
COL5A3,0.166539486,AST
ETV1,0.162393553,AST
KCNE4,0.161873122,AST
INTS4P1,0.160595292,AST
FZD3,0.156610561,AST
NFATC2,0.155849201,AST
YPEL2,0.155196468,AST
LAMA4,0.154273054,AST
MGMT,0.154062015,AST
HVCN1,0.153019426,AST
ITGA7,0.152883093,AST
TMEM55B,0.152449307,AST
ATP8A1,0.151836648,AST
L3MBTL4,-0.150048834,AST
P4HA2,-0.15455627,AST
ITGA6,-0.159047052,AST
WSB2,-0.161477578,AST
NF1,-0.165649262,AST
MRO,-0.170056974,AST
NR3C2,-0.173321511,AST
TXNRD1,-0.174618046,AST
NLGN4X,-0.179582274,AST
BCL6,-0.182176181,AST
PARD3,-0.182265346,AST
LRRTM4,-0.183456924,AST
NFKBIA,-0.184756541,AST
GEM,-0.185497753,AST
AC093415.2,-0.186412963,AST
HTRA1,-0.187690348,AST
TRNAU1AP,-0.188014958,AST
ABCA1,-0.188069323,AST
NLGN1,-0.188352899,AST
PCDHGB7,-0.189922743,AST
RP5-907D15.2,-0.191572445,AST
LRP4,-0.191702272,AST
SGIP1,-0.197262475,AST
SLC24A2,-0.202087954,AST
ACO2,-0.202904697,AST
ACTB,-0.203698412,AST
PRKCE,-0.205581576,AST
BBS2,-0.20588386,AST
GPR75-ASB3,-0.208876369,AST
CHST9-AS1,-0.210298501,AST
NRBP2,-0.210495096,AST
RP11-206L10.9,-0.21312232,AST
DAAM2,-0.223500425,AST
JADE1,-0.226945509,AST
ANK2,-0.227179508,AST
GPR161,-0.228003769,AST
GLCCI1,-0.230550711,AST
RAB4A,-0.233063702,AST
SPOCK3,-0.235720217,AST
SLC25A3,-0.235953649,AST
SREK1,-0.241175161,AST
DIRC3,-0.243568018,AST
PLCB1,-0.244797911,AST
GARNL3,-0.247202765,AST
ST18,-0.248924781,AST
EDNRA,-0.252621075,AST
PLCG1,-0.253485503,AST
PWRN1,-0.253895434,AST
RALGAPA1,-0.257373143,AST
ZNF587,-0.260600954,AST
SEMA4A,-0.261627021,AST
SPAG1,-0.264004624,AST
ELOVL2,-0.266010503,AST
ST6GAL2,-0.268480394,AST
MAPKAP1,-0.271207853,AST
HIP1R,-0.272058089,AST
RP11-284M14.1,-0.274536668,AST
MAPK8,-0.280706649,AST
CAST,-0.281705842,AST
SLC7A2,-0.281725183,AST
RP11-727A23.10,-0.286793729,AST
HSP90AA1,-0.289125487,AST
SLC9A9,-0.289444286,AST
SPEN,-0.289513372,AST
HSP90B1,-0.291027186,AST
EIF4A2,-0.294695959,AST
GRIA4,-0.294952951,AST
BICC1,-0.296188524,AST
LINC00461,-0.299621374,AST
LUZP2,-0.303013813,AST
ARHGAP6,-0.305485389,AST
AGAP2,-0.30673957,AST
TBC1D10A,-0.309083858,AST
RP11-511B23.2,-0.310141286,AST
USP54,-0.311329264,AST
MT1E,-0.313663656,AST
CHST11,-0.319561878,AST
RP4-673D20.3,-0.321223923,AST
NEB,-0.325820434,AST
HIVEP1,-0.327076705,AST
NKAIN3,-0.327178602,AST
NTRK2,-0.327863253,AST
RNF144A,-0.330424229,AST
CHKA,-0.334194933,AST
MARCKS,-0.341315098,AST
EEPD1,-0.344437138,AST
SCG3,-0.34520539,AST
DENND4C,-0.348662906,AST
KB-1047C11.2,-0.351267052,AST
CTD-2054N24.2,-0.355288565,AST
TRPC1,-0.35608043,AST
KCNH7,-0.373026766,AST
PCLO,-0.374668492,AST
GGTA1P,-0.37964734,AST
ZNF217,-0.381483309,AST
ENTPD5,-0.383310073,AST
LINC01138,-0.383582327,AST
DGKZ,-0.385155212,AST
LHFP,-0.385249951,AST
COL11A1,-0.38953277,AST
BRINP1,-0.391069963,AST
FRMPD4,-0.393022655,AST
ALDH1A1,-0.393824101,AST
MAMLD1,-0.396050954,AST
RHOB,-0.397234684,AST
TRIM9,-0.39757035,AST
CTC-559E9.6,-0.398738903,AST
ZDHHC5,-0.401955808,AST
RAMP1,-0.402422235,AST
BLOC1S2,-0.413643723,AST
PRKG1,-0.417813964,AST
DISP3,-0.4220694,AST
STOX1,-0.42270898,AST
TAB2,-0.426032937,AST
RP11-526N18.1,-0.428787506,AST
BCAR3,-0.428981221,AST
THSD7A,-0.432491695,AST
DGKB,-0.436949847,AST
KIF13B,-0.439008875,AST
DPYSL3,-0.439650131,AST
ACSL6,-0.440742375,AST
DGKG,-0.441887454,AST
PRR5,-0.442842063,AST
RP11-627D16.1,-0.450846711,AST
MFSD2A,-0.451586658,AST
HNRNPU,-0.456772299,AST
NBPF19,-0.467419074,AST
NPL,-0.468002125,AST
TBL1XR1,-0.469143297,AST
MAP3K20,-0.469735739,AST
SUSD6,-0.469864012,AST
CDH8,-0.475336492,AST
ENC1,-0.478097188,AST
SRPX2,-0.480521081,AST
DUSP1,-0.480806377,AST
TPCN1,-0.483052629,AST
CA12,-0.485609629,AST
TUBGCP6,-0.487251861,AST
STXBP5L,-0.494934965,AST
ABHD2,-0.497108161,AST
GRIN2B,-0.497661298,AST
TSPAN5,-0.498910726,AST
SRSF3,-0.502897361,AST
PHYHD1,-0.505286947,AST
VEGFA,-0.507269851,AST
DDX31,-0.510319684,AST
ENPP3,-0.522721549,AST
SLC27A1,-0.523738959,AST
MAGED1,-0.529292707,AST
C1orf95,-0.531704926,AST
NPTXR,-0.532937611,AST
DOCK9,-0.5383372,AST
AK9,-0.539259494,AST
CDH13,-0.539720166,AST
ESRRG,-0.543538699,AST
CCDC80,-0.545254937,AST
SYNE1,-0.550977334,AST
RP11-3B12.2,-0.555766965,AST
FUBP1,-0.558197023,AST
GRAMD1B,-0.5590084,AST
UPF1,-0.561753941,AST
USH1C,-0.566127816,AST
KIAA0930,-0.571925758,AST
APP,-0.573908054,AST
TLE1,-0.579069431,AST
DISC1,-0.580217122,AST
TMTC1,-0.581916074,AST
FAP,-0.584523249,AST
C8orf46,-0.587448012,AST
NDFIP2,-0.591050045,AST
N4BP2,-0.593972261,AST
SUCLG1,-0.605068326,AST
LINC00836,-0.606179799,AST
PCDH17,-0.620874498,AST
C18orf8,-0.629202067,AST
KCND2,-0.635599368,AST
AC090044.1,-0.636452976,AST
C9orf72,-0.637638928,AST
WIF1,-0.654779082,AST
KCNT2,-0.661532731,AST
CTC-499B15.5,-0.667404329,AST
LIX1,-0.668611158,AST
C3,-0.674681334,AST
LRRC1,-0.680711578,AST
SPARCL1,-0.681194342,AST
SAMD8,-0.696786111,AST
UBE2D1,-0.698188653,AST
KANK1,-0.701294479,AST
GPR173,-0.702542282,AST
TBCCD1,-0.703622376,AST
ST6GALNAC3,-0.708186743,AST
LRRC3B,-0.714093059,AST
RGCC,-0.71740709,AST
TMEM132B,-0.71877731,AST
HDX,-0.731853202,AST
STON2,-0.733544812,AST
SLC6A1,-0.739322462,AST
ZNF16,-0.754090961,AST
CTNNBIP1,-0.754255628,AST
CLDN12,-0.755222199,AST
PPP4R2,-0.755413123,AST
DPP10,-0.760543882,AST
LTBP3,-0.764561027,AST
ATP9A,-0.766244201,AST
CD164,-0.766951451,AST
GNB4,-0.770751614,AST
HECTD2,-0.77180161,AST
TRAPPC11,-0.772799018,AST
UBR1,-0.775631058,AST
BDH2,-0.776258171,AST
ARSF,-0.777794186,AST
PHF8,-0.779994469,AST
NFKB1,-0.783036091,AST
DCLK1,-0.79266491,AST
MPPED2,-0.794181314,AST
MGAT4C,-0.796717168,AST
CADPS,-0.799174508,AST
C12orf4,-0.799859798,AST
AK3,-0.805708325,AST
MTFR1,-0.809764934,AST
BRINP2,-0.820968507,AST
ARRB1,-0.837246594,AST
CHPT1,-0.850202428,AST
RAB10,-0.857207859,AST
ARMC8,-0.858352058,AST
KLHL29,-0.862606104,AST
CELF4,-0.867364294,AST
SMS,-0.868067592,AST
TMEM184C,-0.868510191,AST
RP11-133F8.2,-0.884198638,AST
CCDC192,-0.885136916,AST
APBB2,-0.891342362,AST
TAF4B,-0.894866222,AST
SGCZ,-0.896057586,AST
CROCCP2,-0.9088875,AST
OXR1,-0.911930134,AST
ARL8A,-0.91214128,AST
PAQR8,-0.925204705,AST
BAMBI,-0.932267685,AST
CCND2,-0.939000046,AST
EGR1,-0.939903646,AST
TOMM20,-0.953039141,AST
RP11-10L7.1,-0.953473342,AST
CLU,-0.972471376,AST
FSTL5,-0.994378077,AST
ABCD2,-0.994583593,AST
RP11-212P7.3,-1.023145634,AST
TRIM33,-1.030119047,AST
TLR4,-1.037068107,AST
RP11-702M1.1,-1.040724105,AST
SAT1,-1.041469469,AST
SDC2,-1.059909322,AST
CYP2J2,-1.066024889,AST
AGBL4,-1.066547962,AST
FH,-1.079586331,AST
GREB1,-1.08035323,AST
RP1-158P9.2,-1.097409607,AST
CA5BP,-1.119456829,AST
ARGLU1,-1.145116511,AST
ANKRD44,-1.151558896,AST
SCGB2B2,-1.15445361,AST
DMD,-1.16099501,AST
RSBN1,-1.189075976,AST
C19orf18,-1.196549405,AST
ARL13B,-1.198696051,AST
SLC8A1,-1.203469376,AST
RP11-613M10.9,-1.205151021,AST
RGS3,-1.212357457,AST
NFASC,-1.218002174,AST
MDGA2,-1.22837598,AST
PRKD1,-1.255034667,AST
CAMK2B,-1.255705811,AST
TLN2,-1.258505836,AST
SNX14,-1.259304928,AST
SLC19A3,-1.260218683,AST
CNTFR,-1.261266809,AST
KAZN,-1.263711071,AST
RTN4RL1,-1.275620467,AST
AC002429.5,-1.284830324,AST
RP11-946L20.2,-1.287697039,AST
SCLT1,-1.309283512,AST
OSMR,-1.315117542,AST
H3F3A,-1.384510122,AST
RP1-292B18.4,-1.392030417,AST
WDR49,-1.394195163,AST
TOB2,-1.398442888,AST
PRICKLE2,-1.43316822,AST
RASGEF1B,-1.433583552,AST
TNC,-1.440828071,AST
CLHC1,-1.447937922,AST
IFLTD1,-1.461384734,AST
ACOX1,-1.475142243,AST
ANTXR2,-1.507865622,AST
ZNF292,-1.518839513,AST
PGM2L1,-1.528636635,AST
THAP6,-1.555145422,AST
GRID2,-1.575784022,AST
FKBP5,-1.602419719,AST
ARSE,-1.64036092,AST
RP4-736L20.5,-1.65797951,AST
NCAM2,-1.722933041,AST
STAT2,-1.837525874,AST
VAV3,-1.868143971,AST
PRKCQ,-2.041099382,AST
TTC6,-2.114201153,AST
CTD-2353F22.1,-2.394668681,AST
SMO,-2.48848873,AST
RP11-407A16.3,-2.758829139,AST
CH17-118O6.3,5.084068396,MG
TRMT112,4.635291959,MG
RP11-136K14.1,4.409553974,MG
TCIRG1,4.369518657,MG
C20orf197,4.2647165,MG
BCL2A1,4.250519756,MG
MAP4K1,4.167274994,MG
AL844908.5,3.938678418,MG
LSP1,3.876655767,MG
FCMR,3.794432793,MG
AF127577.11,3.439478906,MG
C18orf42,3.375730928,MG
NPM2,3.338553568,MG
AC109826.1,3.247733304,MG
HHEX,2.936739153,MG
MSX1,2.866224249,MG
ICOSLG,2.858594669,MG
PCDH18,2.852211214,MG
RP11-165F24.3,2.792719447,MG
CTD-2035E11.5,2.780886349,MG
TMEM119,2.710898914,MG
RP11-175P13.3,2.697469431,MG
PHKA1,2.683334607,MG
CTD-2371O3.3,2.524982059,MG
CTC-428I3.1,2.454851698,MG
AC021016.8,2.445319347,MG
AC003080.4,2.441590601,MG
RP11-542K23.7,2.436251434,MG
GLRA3,2.402995255,MG
RNU6-268P,2.319687634,MG
IQGAP3,2.308978202,MG
CXorf57,2.294790575,MG
CTB-129O4.1,2.271450629,MG
ECM2,2.265815738,MG
PDCL2,2.216067124,MG
SAXO1,2.209857843,MG
CCL2,2.173577405,MG
RP11-493L12.2,2.166152758,MG
TNFRSF13C,2.151069357,MG
TMEM106C,2.14739843,MG
KIF22,2.112739464,MG
AC017076.5,2.0629399,MG
PAF1,2.058432672,MG
TLR7,2.039347607,MG
RNF181,2.033594213,MG
MMP26,2.013145829,MG
RP11-543G18.1,2.012869457,MG
CTB-131B5.5,2.009621703,MG
PRICKLE3,1.975619456,MG
RP11-347P5.1,1.950636605,MG
RP11-323P17.2,1.896864095,MG
GLIDR,1.865785502,MG
ADORA3,1.855905468,MG
CTD-3128G10.7,1.854592798,MG
GEMIN2,1.824577546,MG
CYB561A3,1.823673721,MG
COA7,1.823137655,MG
FBP1,1.76216073,MG
RP11-346C20.4,1.759427957,MG
PKD2L1,1.675512785,MG
HAMP,1.616632191,MG
STRIP1,1.583069481,MG
GABRQ,1.582272447,MG
LSM11,1.54655711,MG
SRGAP2,1.538414511,MG
ARHGAP24,1.535058648,MG
SERPING1,1.525033919,MG
ARHGAP9,1.518793194,MG
AC072062.1,1.505323777,MG
FANCA,1.441727041,MG
SRGN,1.441167884,MG
LEKR1,1.440905178,MG
GNA15,1.420526389,MG
OSBPL10,1.391009294,MG
UBE2L6,1.388628033,MG
RP11-945C19.4,1.381073807,MG
RGS18,1.378572162,MG
GUCY2D,1.35276525,MG
HSPA2,1.335057167,MG
CYB561D2,1.314540817,MG
KRT8P12,1.314461576,MG
EIF3CL,1.306006556,MG
RP11-357N13.3,1.281686329,MG
PLEKHA8,1.27878384,MG
SHROOM2,1.277524219,MG
RP1-206D15.6,1.266687775,MG
LINC00271,1.265166667,MG
CABP1,1.254401083,MG
DCST2,1.251505043,MG
CECR6,1.241287491,MG
AC064860.2,1.237650685,MG
RP3-428L16.1,1.22142722,MG
OAF,1.196269389,MG
AC008937.2,1.185887276,MG
RP11-445H22.4,1.179076891,MG
GSTP1,1.168072655,MG
PHOSPHO1,1.161412611,MG
STX10,1.147404814,MG
CTC-436P18.3,1.146930005,MG
RP11-156P1.3,1.145771781,MG
EPB41L2,1.138641489,MG
KRTCAP2,1.12832525,MG
CTD-2026C7.1,1.118142437,MG
RGS19,1.117518726,MG
AC008268.3,1.107689851,MG
SLC25A17,1.097623242,MG
CTSK,1.085178157,MG
CD69,1.083991872,MG
SNHG16,1.077251195,MG
CLEC1A,1.075068536,MG
DDX3Y,1.071312931,MG
BRAT1,1.064640329,MG
COIL,1.060573124,MG
BCL2L11,1.060251429,MG
RP11-264L1.1,1.054452372,MG
FBXO11,1.047189183,MG
RP11-1094M14.11,1.041120128,MG
ADGRE1,1.037502754,MG
AC024084.1,1.036411881,MG
SNRPG,1.030437752,MG
ZBED3-AS1,1.025710827,MG
USF3,1.015184151,MG
BIRC5,0.998931292,MG
TBL2,0.997110465,MG
KCNMB1,0.987856048,MG
ZNF682,0.966364957,MG
LAMTOR4,0.965226625,MG
SORL1,0.953849045,MG
TCEAL3,0.943981082,MG
MMP2,0.942383945,MG
NPAS1,0.930753907,MG
PIEZO2,0.920459174,MG
ATG2A,0.915417517,MG
RPP14,0.913978402,MG
METTL2A,0.911988637,MG
CTTN,0.907715349,MG
SIRPB2,0.907246673,MG
RP11-365O16.6,0.902774768,MG
MIAT,0.898737879,MG
RP1-167G20.1,0.894434505,MG
AC002310.13,0.884300287,MG
SLFN13,0.88094186,MG
CXCL8,0.87793999,MG
OLFML3,0.871474763,MG
TOM1L2,0.863940324,MG
ZFP69B,0.855826963,MG
DENND4B,0.851469309,MG
ZFHX3,0.843549642,MG
RP11-134G8.7,0.84200987,MG
IDNK,0.834932673,MG
TRPS1,0.831010032,MG
PIK3C2B,0.819265673,MG
GIMAP4,0.817230376,MG
GNLY,0.81626721,MG
RP11-733O18.1,0.814871648,MG
SLC15A3,0.813573005,MG
ZNF3,0.798606383,MG
NLGN4Y,0.792820886,MG
RP11-438E5.1,0.792594784,MG
U52111.14,0.791078313,MG
RP11-123K3.4,0.788689043,MG
FOXO3,0.78193016,MG
HMGCR,0.776307447,MG
RP11-520M5.5,0.76291547,MG
CAPG,0.759013906,MG
HHATL,0.757630533,MG
RP11-226E21.4,0.748801433,MG
DOCK10,0.741437114,MG
ADCY3,0.741184907,MG
DIP2B,0.739480344,MG
ARHGAP26,0.739179312,MG
P2RY6,0.736949912,MG
AOAH,0.735088489,MG
RP3-394A18.1,0.731727094,MG
RP11-840I19.3,0.728738853,MG
HDDC2,0.724238892,MG
RP11-773D16.1,0.722840829,MG
MIR181A2HG,0.719560592,MG
RP4-543J13.1,0.717867849,MG
GMEB1,0.714303571,MG
RP11-739N20.2,0.708712141,MG
TXNDC17,0.707338286,MG
CD80,0.703279263,MG
ADAM28,0.701094178,MG
TMEM147,0.692048466,MG
DDX47,0.68890882,MG
GINS3,0.687438412,MG
PCDH10,0.687126501,MG
CTD-2008L17.1,0.68691083,MG
ABI3,0.68518054,MG
RFX1,0.681104507,MG
ACOT13,0.673060377,MG
SLC45A4,0.671522347,MG
ZNF428,0.670221409,MG
KALP,0.667284208,MG
MROH7-TTC4,0.663607751,MG
TUBBP5,0.659224465,MG
INSIG1,0.655739531,MG
TUG1,0.647332403,MG
U2AF1,0.642389782,MG
MYO7B,0.634350256,MG
DNAJC5,0.631015508,MG
MTUS2,0.627397507,MG
DCAF6,0.624690149,MG
PCBP2,0.623571953,MG
DSCR3,0.620019019,MG
ABCC13,0.61894408,MG
TRAK1,0.61811836,MG
CH17-262H22.1,0.611645174,MG
DESI2,0.611241281,MG
MYO1E,0.610829059,MG
STAT6,0.610401266,MG
TRMT11,0.607220108,MG
ADAM12,0.605263396,MG
ADCK2,0.599134028,MG
ZNF470,0.597741288,MG
BCL2L2-PABPN1,0.596434521,MG
RP3-455J7.4,0.591515407,MG
KDELR1,0.589460229,MG
AC010149.4,0.588779148,MG
NEAT1,0.585562452,MG
EYA3,0.585013091,MG
QDPR,0.584212385,MG
POLDIP2,0.5841954,MG
IL17RA,0.582813097,MG
DAGLB,0.581908081,MG
OXR1,0.578716751,MG
MIOS,0.57835819,MG
SSBP2,0.57713632,MG
SDHAF3,0.573979094,MG
PRCP,0.57158529,MG
CTD-2587H24.5,0.569834312,MG
UTY,0.565510952,MG
PTAFR,0.564419427,MG
WDFY3,0.560201185,MG
AHI1,0.558452007,MG
CLCN7,0.557944668,MG
POFUT2,0.557360906,MG
RP11-511P7.2,0.556985558,MG
CTD-2319I12.4,0.553944148,MG
TNFRSF11B,0.55325126,MG
MIR3142HG,0.553067862,MG
