GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
83858        1    1397139    1446352     94       8  194548      0.69431      0.24374
55210        1    1437523    1471567     98       9  194548      0.19368      0.42321
339453       1    1468658    1485740     52       9  194548        1.464     0.071599
29101        1    1475553    1520262    105      11  194548       1.3422     0.089759
643988       1    1531888    1545476     43      10  194548      0.87983      0.18948
142678       1    1540795    1567490     75      13  194548       0.6838      0.24705
8510         1    1557060    1571530     25       8  194548      0.48785      0.31283
984          1    1569600    1600473     82      10  194548     -0.57461      0.71722
728661       1    1589986    1634243    103      16  194548      -1.1098      0.86647
728642       1    1632322    1665999    144       7  194548       -1.031      0.84872
9906         1    1654777    1687438    105      11  194548     -0.32074      0.62579
65220        1    1681171    1721508     70       9  194548     -0.92909      0.82358
2782         1    1715225    1832552    145      17  194548    -0.072356      0.52884
163688       1    1836266    1850233     32       6  194548     -0.38036      0.64816
339456       1    1847529    1860740     52       6  194548     -0.37167      0.64493
85452        1    1851890    1945276    414      34  194548     -0.85194      0.80287
2563         1    1940768    1963692     62       9  194548      -1.3664      0.91409
5590         1    1971909    2118334    546      30  194548       2.7843    0.0026824
100506504    1    2111750    2125812     20       7  194548        2.174     0.014854
199990       1    2114399    2154159     67      14  194548       1.3771     0.084246
6497         1    2150134    2243152    232      39  194548      0.73633      0.23077
79906        1    2250219    2333190    322      33  194548      -1.5295      0.93693
11079        1    2313214    2338383     56      14  194548      -1.0062      0.84285
5192         1    2334741    2354010     53      14  194548     -0.76988      0.77931
9651         1    2397754    2438464     83      15  194548      0.19407      0.42306
55229        1    2438475    2468061     75      10  194548      0.80977      0.20904
388585       1    2458684    2471684     26       7  194548      0.84918      0.19789
8764         1    2477291    2496768     32       5  194548       1.7302     0.041802
127281       1    2507899    2524408     33       3  194548        2.315     0.010307
79258        1    2520578    2574499    122       3  194548       2.2558     0.012041
100287898    1    2571307    2716230    174      14  194548      0.92361      0.17785
140625       1    2928046    2940967     39       5  194548       1.1291      0.12942
63976        1    2975565    3356685   1302     124  194548     -0.39539      0.65372
27237        1    3361147    3399177    101       9  194548      0.92919      0.17639
1953         1    3403006    3538059    512      56  194548      0.66763      0.25219
127262       1    3531556    3548195     55       8  194548     -0.96174      0.83191
49856        1    3545831    3576671     60       9  194548     -0.48563      0.68639
7161         1    3559129    3654265    323      50  194548    -0.037673      0.51503
148870       1    3658965    3689709     69       9  194548     0.097523      0.46116
388588       1    3679352    3694046     41       9  194548      0.66288       0.2537
57470        1    3695284    3723068    110      10  194548       1.1038      0.13485
9731         1    3727145    3783797    294      12  194548       1.4494     0.073608
1677         1    3763845    3803493    214      21  194548       1.7363     0.041255
339448       1    3804197    3826857     70      10  194548    -0.040619       0.5162
55966        1    4705105    4845351    600      68  194548      0.77914      0.21795
261734       1    5921370    6062618    319      11  194548      0.20085      0.42041
8514         1    6042358    6162753    233      34  194548     -0.47072      0.68108
26038        1    6160347    6250194    278      25  194548     -0.66395      0.74664
6146         1    6243580    6269679     49       6  194548     -0.76946      0.77919
388591       1    6256189    6282859     50       7  194548    -0.084977      0.53386
23463        1    6279753    6306044     46       7  194548     -0.50091      0.69178
390992       1    6294252    6307138     23       5  194548     -0.25428      0.60036
387509       1    6305906    6331035     66       6  194548     -0.39962      0.65528
11332        1    6322832    6463826    410      14  194548      -1.0717      0.85808
54626        1    6473792    6494724     45       4  194548      -1.6216      0.94755
83715        1    6474836    6522504     80       7  194548     -0.12021      0.54784
8718         1    6519287    6537432      6       2  194548     -0.12228      0.54866
57449        1    6524652    6590121    144      19  194548      0.84824      0.19815
79707        1    6579907    6624658    189       9  194548      -2.0826      0.98136
80835        1    6604987    6641317    158      12  194548      -1.9185      0.97248
3104         1    6630051    6650840     54       6  194548      -0.5586      0.71178
9903         1    6649284    6672958     33       6  194548      0.95782      0.16908
148479       1    6663756    6685593     29       5  194548      0.89363      0.18576
90326        1    6674925    6697146     43       5  194548       0.2885      0.38648
55735        1    6692728    6771966    129      10  194548     -0.15105      0.56003
23261        1    6835384    7831266   2564     180  194548      0.52445      0.29998
9341         1    7821329    7842992     48      11  194548       0.7493      0.22684
8863         1    7834413    7906741    224      23  194548      0.67093      0.25113
10911        1    7906172    7923551     75      16  194548     0.073464      0.47072
3604         1    7974431    8013225     70       5  194548       1.2305      0.10925
11315        1    8011714    8046842     68       8  194548       1.5132      0.06512
54206        1    8070279    8096393     41       6  194548       1.2314      0.10909
50651        1    8368171    8405727    113      14  194548     -0.62642      0.73448
473          1    8410964    8887699    568      17  194548       1.8373      0.03308
2023         1    8919559    8949151     45       6  194548      0.24581      0.40292
765          1    8995893    9036651    131      29  194548      -1.3897      0.91769
155184       1    9061859    9096404    128      22  194548      0.72886      0.23304
6518         1    9095505    9141763    192      26  194548     -0.53258      0.70284
80045        1    9161972    9199229     84      15  194548     -0.90568      0.81745
9563         1    9284822    9332896    118      15  194548     -0.32054      0.62572
80176        1    9325202    9431091    373      48  194548      0.17018      0.43243
84275        1    9589528    9644331    101      10  194548       0.2386      0.40571
199953       1    9638932    9676435     55       8  194548      0.20279      0.41965
5293         1    9701789    9790672    235      26  194548     -0.29767      0.61702
22883        1    9787579    9894550    282       8  194548      0.40483       0.3428
56998        1    9906834    9980316    102       9  194548     -0.32854      0.62875
84328        1    9980668   10013460     59       7  194548     0.042517      0.48304
64802        1    9993486   10047056     83      10  194548      0.19267      0.42361
116362       1   10047255   10077578     37       5  194548    -0.028641      0.51142
10277        1   10083041   10242797    168      21  194548      -0.8815      0.81098
23095        1   10260606   10443164    348       8  194548      -2.1334      0.98355
5226         1   10448884   10482065     66       6  194548      -0.9395      0.82626
378708       1   10479944   10511739    105      11  194548       1.4673     0.071153
100526739    1   10480159   10513560    110      11  194548       1.4698     0.070804
1325         1   10499776   10513560     32       7  194548       1.0041      0.15766
1676         1   10519088   10542613     49      10  194548       1.6152     0.053131
5195         1   10525003   10692315    369      25  194548       1.0471      0.14753
54897        1   10695161   10866733    464      79  194548      0.88584      0.18785
148345       1   11005030   11052094    159      20  194548      -1.1332      0.87144
23435        1   11062462   11087049     50       6  194548     -0.30832      0.62108
10747        1   11085080   11117296     71       9  194548     -0.35293      0.63793
6723         1   11113149   11130091     70       6  194548      0.85003      0.19765
5394         1   11125175   11169961    149       7  194548       1.2847     0.099442
2475         1   11165088   11332614    431      14  194548      0.85899      0.19517
10218        1   11239346   11257538     35       4  194548        1.065      0.14345
29914        1   11323255   11349991     34       4  194548      0.69633      0.24311
57540        1   11529295   11599140    178      18  194548       1.9471     0.025759
93611        1   11704432   11724884     37      11  194548       1.6819     0.046297
26232        1   11706424   11724888     32       9  194548       1.8622      0.03129
26270        1   11714150   11735911     49       8  194548       2.3676    0.0089512
10459        1   11733037   11761678     86      18  194548       1.2484      0.10593
374946       1   11741781   11781836    121      24  194548       1.2459      0.10641
57085        1   11786142   11812328     78      14  194548      -1.7983      0.96394
284498       1   11813827   11851142    146       9  194548       0.9114      0.18104
4524         1   11844287   11876160    112       5  194548       1.1014      0.13536
1185         1   11856153   11904701    166       6  194548       1.0847      0.13904
4878         1   11904266   11917840     31       7  194548     -0.54444      0.70693
4879         1   11916021   11928992     44       6  194548     -0.86635      0.80685
90231        1   11978145   11996485     51      11  194548      0.17619      0.43007
5351         1   11984724   12037099    157      17  194548     -0.14956      0.55944
9927         1   12030238   12075072    145      11  194548      0.60423      0.27285
60672        1   12069299   12093606     85       7  194548     -0.11404       0.5454
943          1   12113434   12205764    212      39  194548     0.091389      0.46359
7133         1   12217044   12270779    137      15  194548      -0.1182      0.54704
55187        1   12280101   12573599    404      11  194548     0.067248      0.47319
9249         1   12626439   12687820    195      31  194548       1.1968      0.11569
343066       1   12694566   12728597     42       8  194548       0.2086      0.41738
126767       1   12766118   12790226     73       9  194548       1.2687      0.10228
93190        1   12796163   12822602     62       4  194548       1.0915      0.13753
390999       1   12824984   12839549     40       5  194548    -0.038781      0.51547
65121        1   12841546   12858277     45       6  194548      0.50856      0.30553
440560       1   12882968   12901264     70       7  194548     0.089565      0.46432
343069       1   12905761   12918578     86       4  194548     -0.59353      0.72359
65122        1   12906941   12923264    100       5  194548     -0.62869      0.73522
400735       1   12937533   12956025     27       2  194548      -1.9355      0.97353
440563       1   13181460   13194326     38       6  194548     -0.93003      0.82382
645359       1   13215188   13229898      1       1  194548      0.76646       0.2217
343070       1   13411176   13429691      1       1  194548      0.71469       0.2374
391003       1   13472553   13487569      8       1  194548      0.53564       0.2961
126755       1   13799945   13850242    199      47  194548       -1.143      0.87349
10630        1   13900252   13945952    178      36  194548       1.7117      0.04348
7799         1   14016714   14153074    331      27  194548      0.19409      0.42305
23254        1   14209646   15446044   4231     315  194548     -0.17534       0.5696
55092        1   15469028   15548474    360      24  194548     -0.75528      0.77496
727684       1   15489192   15508120     70      10  194548      -1.2203      0.88882
114827       1   15563730   15726267    459      52  194548       2.8872    0.0019434
79180        1   15726391   15758339     61       9  194548      0.78661      0.21576
11330        1   15754938   15774653     38       6  194548     -0.47349      0.68207
63036        1   15773223   15800086     67       8  194548      0.99732       0.1593
51032        1   15792596   15819395    107      12  194548       1.4272     0.076762
842          1   15816396   15861407    163       8  194548       2.0131     0.022051
23341        1   15843343   15899728    133       9  194548       2.1584     0.015449
79814        1   15896694   15921605    124       9  194548       2.0517     0.020099
84301        1   15933953   15997039    135       6  194548      0.73215      0.23204
6248         1   15976364   15989717     22       3  194548      0.60228      0.27349
23207        1   16000632   16062764    140      10  194548      0.93999      0.17361
284723       1   16052721   16069384     29       5  194548     0.011041       0.4956
388595       1   16058987   16075792     35       7  194548      0.41964      0.33738
54751        1   16073107   16114589     74       9  194548       1.2868     0.099084
440567       1   16132157   16144194     21       4  194548      0.30624      0.37971
23013        1   16164359   16268451    114       7  194548      -0.8822      0.81117
7709         1   16266864   16312627     64       9  194548     -0.73975      0.77027
101928566    1   16292626   16325201     86       9  194548     -0.87578      0.80943
149563       1   16320731   16334684     63       5  194548    -0.073371      0.52924
1187         1   16338486   16362048     93       7  194548     -0.25137      0.59924
27129        1   16339023   16356084     76       5  194548     -0.15096         0.56
1188         1   16360231   16385321    142      15  194548      0.36039      0.35928
348487       1   16382764   16410127     86      11  194548      0.56719      0.28529
1969         1   16449332   16492582     65      11  194548      0.74966      0.22673
128272       1   16523099   16549104     53       5  194548     -0.61162      0.72961
101927546    1   16549843   16563528     23       2  194548      0.10508      0.45816
79363        1   16556682   16573659     18       3  194548     -0.97011      0.83401
54455        1   16571839   16688965    187       5  194548      -1.4782      0.93033
26099        1   16683525   16726143     45       5  194548     -0.59806       0.7251
374955       1   16720601   16773919     79      10  194548     -0.93789      0.82585
55707        1   16757167   16788085     45       7  194548     -0.14669      0.55831
100133301    1   16855561   16867698     22       5  194548      0.16109      0.43601
55672        1   16887422   16950100      3       1  194548      -1.1273       0.8702
9696         1   17238445   17300974     88       6  194548     -0.20982      0.58309
4237         1   17299497   17318081     33       3  194548       0.2714      0.39304
23400        1   17310953   17348467     58       6  194548       1.4113     0.079073
6390         1   17343717   17390665    110       7  194548       1.3029     0.096297
11240        1   17391756   17455948    245      12  194548     -0.77072      0.77956
29943        1   17521621   17574001    168      34  194548      0.84332      0.19953
51702        1   17565593   17612228    151      15  194548      -1.3507       0.9116
23569        1   17624690   17691995    294      13  194548      -1.7715      0.96176
353238       1   17688741   17729695    192      10  194548     -0.30705       0.6206
55920        1   17731751   17776250     91      10  194548     -0.46284      0.67826
55160        1   17836693   18025870    437      50  194548      -0.2675      0.60546
81569        1   18071808   18155058    216      27  194548      0.57901      0.28129
84966        1   18424240   18706477    928     110  194548      -1.0017      0.84177
127707       1   18797424   18814040     83      11  194548      -2.3326      0.99016
5081         1   18947500   19076860    332      53  194548     -0.58579      0.72099
80834        1   19164593   19196155    134      20  194548      0.63806      0.26172
8659         1   19196424   19239293    150      19  194548       1.2123      0.11271
126917       1   19229274   19292826    234      34  194548      0.69612      0.24318
23352        1   19399500   19546812    260      17  194548     0.020718      0.49174
23065        1   19540658   19588053    138      14  194548     -0.35863      0.64006
51154        1   19568075   19588122     81      10  194548     0.062539      0.47507
22977        1   19607557   19625280     71       7  194548       0.3501      0.36313
8574         1   19627702   19648640     70      13  194548       1.6265     0.051924
54896        1   19628740   19660425    111      15  194548        1.343     0.089633
832          1   19663767   19822066    532      23  194548      -0.0223       0.5089
440574       1   19913471   19957815     90      13  194548      0.71344      0.23779
100532736    1   19913471   19986449    198      27  194548      0.30606      0.37978
4681         1   19959723   19986449    102      21  194548     -0.27638      0.60887
3362         1   19981780   20007555     82      12  194548       -1.035      0.84967
255104       1   20007206   20136424    349      49  194548     -0.56081      0.71254
54546        1   20139022   20151771     58      12  194548       1.5182     0.064477
23252        1   20198356   20240938     63       9  194548      -1.1975      0.88444
30814        1   20245300   20260110     55       8  194548     -0.53748      0.70453
5320         1   20300424   20316932     40      10  194548      -2.1913      0.98579
5322         1   20376157   20419894    119      13  194548      -1.1125      0.86703
26279        1   20437643   20456059     39       9  194548      -2.2388      0.98742
64600        1   20455823   20478379     30      10  194548       0.7088      0.23922
391013       1   20488984   20511687     48      10  194548      0.12064      0.45199
127733       1   20502578   20524040     16       4  194548      0.81192      0.20842
127731       1   20607412   20683162    158       9  194548     -0.24289      0.59595
55450        1   20807384   20822728     22       5  194548     0.040806      0.48373
79594        1   20824441   20844674     31       6  194548      0.59587      0.27563
163933       1   20868932   20883013     36       4  194548      0.99926      0.15883
978          1   20905444   20946901    197      22  194548      0.36942      0.35591
65018        1   20949948   20979504    117      16  194548      -0.9617       0.8319
1650         1   20976760   20998037     78      14  194548     0.056712      0.47739
57576        1   20988975   21054317    190      41  194548       2.3074     0.010517
400745       1   21044725   21069133     50       8  194548      0.42989      0.33364
50809        1   21067670   21123808     73       7  194548       0.7516      0.22615
8672         1   21131285   21513381    583      16  194548       2.3391    0.0096662
1889         1   21542240   21682034    207      28  194548        2.051     0.020136
84224        1   21756583   21812893    170      12  194548     -0.23783        0.594
249          1   21825475   21906405    228      18  194548     -0.83511      0.79817
5909         1   21921208   22006010    229      33  194548      -1.5392      0.93812
84196        1   22003291   22119688    169      12  194548      0.10551      0.45799
401944       1   22128758   22153214     38      10  194548     -0.56197      0.71293
3339         1   22147237   22273750    236      32  194548     -0.90538      0.81737
23436        1   22293418   22317347    242      17  194548      -2.1473      0.98412
10136        1   22318149   22340535    158      17  194548     -0.82152      0.79432
998          1   22369120   22420939     61       6  194548     -0.22675      0.58969
54361        1   22442298   22480474     81      10  194548     -0.16612      0.56597
9923         1   22768344   22859150    164      15  194548      -1.0572       0.8548
2046         1   22880004   22931587    212      24  194548      -0.8169      0.79301
712          1   22953118   22967675     45       5  194548      0.51172      0.30442
714          1   22959969   22976103     70      10  194548      0.65839      0.25514
713          1   22969682   22989630     84      12  194548       1.1247      0.13036
2048         1   23027263   23243323    485      57  194548      0.27359       0.3922
646262       1   23278036   23309524     68       8  194548      0.78785      0.21539
729059       1   23335827   23352343     17       4  194548     -0.29472       0.6159
23028        1   23335937   23411684     77       6  194548     0.017542        0.493
7798         1   23409016   23514301    168       9  194548     -0.72176      0.76478
3352         1   23516888   23531222     33       3  194548     -0.35941      0.64036
10236        1   23634453   23681143     45       7  194548      -0.2392      0.59452
80818        1   23684441   23706357     45       5  194548     -0.38414      0.64956
6920         1   23706055   23761269    114      11  194548     -0.67452      0.75001
55616        1   23753556   23820750     89       7  194548      -1.5219      0.93599
1870         1   23831420   23867712     49       5  194548      -0.8311      0.79704
3399         1   23882921   23896285     24       4  194548      -1.5653      0.94124
6135         1   24008269   24024415     25       3  194548      -1.2608      0.89631
6924         1   24059856   24090049     19       4  194548    -0.015939      0.50636
57095        1   24094876   24116222      7       2  194548    -0.010048      0.50401
11313        1   24107275   24123529      6       2  194548    -0.018509      0.50738
2582         1   24120589   24137294     14       2  194548      0.42961      0.33374
3155         1   24126867   24175110     56       4  194548      0.11106      0.45578
2517         1   24170067   24204859    106       4  194548      0.36078      0.35913
1269         1   24195505   24295549    217      11  194548       1.0829      0.13942
55629        1   24276301   24291452      3       1  194548      0.91357      0.18047
10772        1   24291435   24316953      3       1  194548     -0.41084       0.6594
127294       1   24381031   24448665    178      19  194548      -1.8017      0.96421
58985        1   24444761   24479783     68       9  194548      -0.6202      0.73244
163702       1   24479147   24523765    116      17  194548      0.37901      0.35234
57822        1   24635812   24692472     76      12  194548      0.38817      0.34894
90529        1   24681989   24751587    139       9  194548      0.29791      0.38289
57185        1   24732245   24800973    172      13  194548     -0.26291      0.60369
11123        1   24818841   24865010     90      11  194548      0.29499        0.384
400746       1   24872567   24937319    273      24  194548       2.0589     0.019754
10250        1   24959594   25001272     31       4  194548       2.5033    0.0061513
25932        1   25061760   25172315     98       8  194548      0.14101      0.44393
864          1   25224502   25301648    156      19  194548      -2.7691      0.99719
25949        1   25547267   25569013      3       2  194548     -0.97133      0.83431
57035        1   25567240   25584010      4       2  194548     -0.57555      0.71754
6007         1   25588884   25658436     40       3  194548     -0.31351      0.62305
23585        1   25654789   25690352     25       3  194548     -0.93103      0.82408
6006         1   25686353   25757363     80       3  194548     -0.14793       0.5588
55219        1   25747388   25828200    101       2  194548     0.053247      0.47877
26119        1   25860071   25896877     58       6  194548      0.19209      0.42384
57134        1   25933959   26112758    263       9  194548    -0.019458      0.50776
57190        1   26116667   26146213     87       9  194548      0.81053      0.20882
56181        1   26136397   26160933     66       6  194548       1.2495      0.10575
79000        1   26156914   26195939    101       7  194548       1.5073     0.065872
164091       1   26186475   26212461     43       4  194548       1.6326     0.051277
3925         1   26209170   26243368     51       5  194548        2.008     0.022324
5051         1   26284758   26336366     93       5  194548       1.3507      0.08839
2134         1   26338266   26364455     49       7  194548       1.5384     0.061978
7780         1   26363013   26383439     43       4  194548      0.69339      0.24403
84676        1   26376292   26404142     61       6  194548      0.39547      0.34625
149420       1   26427656   26453539     67       3  194548       1.2175      0.11171
79927        1   26475511   26490619     30       8  194548       0.2292      0.40936
51042        1   26486388   26498864     34       6  194548     -0.12345      0.54913
10256        1   26493981   26517875     56       6  194548      0.43337      0.33237
378807       1   26507119   26530533     70      11  194548      0.31537      0.37624
64793        1   26550644   26607029    173      13  194548    -0.044226      0.51764
83442        1   26596213   26609513     43       7  194548        0.109       0.4566
91544        1   26607273   26654756    150      11  194548    -0.047609      0.51899
1043         1   26634411   26648514     56       7  194548      -0.3073      0.62069
55057        1   26646850   26690621    146      15  194548      0.46721      0.32017
257101       1   26686625   26711023     81      11  194548      0.68758      0.24586
79727        1   26727269   26757719     57       7  194548      0.20089      0.42039
79947        1   26748773   26799297     64       9  194548    -0.034029      0.51357
3151         1   26788902   26804633     23       6  194548    -0.045259      0.51805
6195         1   26846249   26903020    116      12  194548       1.4509       0.0734
8289         1   27012522   27110101    110       5  194548     -0.43072      0.66667
101928728    1   27017123   27032896     17       3  194548     -0.67127      0.74898
55650        1   27103739   27126394     18       4  194548     -0.31733       0.6245
84243        1   27143201   27185592     57       7  194548     -0.33037      0.62944
2810         1   27179633   27192447     12       3  194548     -0.80462      0.78948
54707        1   27204372   27226869     17       4  194548      -1.3715      0.91489
63906        1   27215479   27236962     13       3  194548     -0.63154      0.73616
8431         1   27236475   27250567     17       3  194548      -2.1867      0.98562
10726        1   27238187   27274862     22       5  194548      -1.8852       0.9703
126695       1   27274547   27296901      8       3  194548     0.012306      0.49509
388610       1   27310189   27328877      5       2  194548      0.89968      0.18414
115572       1   27330011   27349333      7       4  194548      0.41568      0.33882
6548         1   27423800   27491621     60       5  194548       2.6065    0.0045731
23038        1   27551007   27636624    100       7  194548      -0.3293      0.62904
84065        1   27638636   27664391     29       6  194548      0.38709      0.34934
84958        1   27658483   27681923     40       6  194548      0.21878      0.41341
9064         1   27680170   27703558     25       8  194548     -0.54078      0.70567
8547         1   27694101   27711315     20       4  194548     -0.72629      0.76617
388611       1   27704096   27719823     15       2  194548    -0.067343      0.52685
2827         1   27709148   27723818     12       2  194548    0.0017544       0.4993
10163        1   27729234   27826678    119       5  194548      0.10015      0.46011
27245        1   27859256   27940463     26       7  194548      0.47442       0.3176
2268         1   27937300   27971727     30       4  194548     -0.56509      0.71399
2537         1   27991072   28008724     23       2  194548     -0.35141      0.63736
199870       1   28042490   28090926     78       2  194548     -0.83398      0.79785
23673        1   28089694   28152463     52       2  194548      -1.3928      0.91816
5511         1   28147252   28179683     33       3  194548     -0.47298      0.68189
9473         1   28189055   28214696     61       7  194548      0.13452      0.44649
6118         1   28216535   28251255     90       5  194548      0.14749      0.44137
27293        1   28251456   28287163    119      10  194548      0.58163      0.28041
55113        1   28276504   28296104     27       5  194548    -0.083991      0.53347
2140         1   28295355   28425173    168      10  194548      0.98982      0.16113
5724         1   28472177   28530447     42       6  194548      0.38802        0.349
22826        1   28525289   28569542     72       2  194548       0.5835      0.27978
93974        1   28552602   28566116     26       2  194548      0.59198      0.27693
83667        1   28575963   28610502     46       3  194548      0.97795      0.16405
54797        1   28645513   28663978     13       2  194548     -0.27305      0.60759
65979        1   28686093   28828381    269       4  194548     -0.95275      0.82964
1104         1   28822455   28867208     44       3  194548      -1.6254      0.94796
54952        1   28869529   28906557     39       3  194548      -2.0038      0.97745
115273       1   28908712   28922598     10       2  194548     -0.31794      0.62473
6883         1   28928108   28985416     42       3  194548     -0.29906      0.61755
10691        1   28985234   29043615     63       4  194548      0.29687      0.38328
51441        1   29053133   29097787     48       3  194548      0.48657      0.31328
4985         1   29128654   29191708    130      12  194548      0.99599      0.15963
2035         1   29203603   29448058    289      14  194548       1.0628      0.14394
399474       1   29444437   29460421     18       2  194548      0.65894      0.25497
6429         1   29472750   29518637     66       8  194548     -0.31626       0.6241
51102        1   29517885   29567460     84       7  194548     -0.41049      0.65928
10076        1   29553028   29654825    180      20  194548     -0.44891      0.67325
4146         1   31182624   31206432     74       9  194548     -0.20033      0.57939
7805         1   31203815   31240683     88      22  194548     -0.70679      0.76015
9672         1   31340813   31391480    122      27  194548       1.0239      0.15293
9698         1   31402853   31548838    338      19  194548       1.5271     0.063374
79570        1   31651092   31722734    376      22  194548       1.3405      0.09004
9410         1   31730915   31779644    132      11  194548     -0.46304      0.67833
51538        1   31759832   31840069    202      14  194548     -0.48452      0.68599
2170         1   31836600   31855923     36       6  194548       1.1794      0.11913
347735       1   31872412   31909027    132      10  194548      0.43263      0.33264
64129        1   32032086   32054790     46      16  194548      0.65133      0.25742
3061         1   32073290   32094714     39       3  194548       2.0328     0.021036
553115       1   32093963   32120838     35       6  194548       1.5175     0.064571
1307         1   32116348   32179768    146      23  194548      0.70299      0.24103
576          1   32191218   32240494    106      10  194548        0.183       0.4274
90853        1   32254523   32291630     89      15  194548      0.16944      0.43273
8073         1   32370522   32413988     34       4  194548      0.54843       0.2917
10657        1   32469295   32527960     28       8  194548     -0.13772      0.55477
55116        1   32528503   32569967     43       5  194548      -1.0933      0.86287
23633        1   32563644   32643669     75       5  194548      0.45531      0.32444
200081       1   32635293   32665386     27       3  194548     -0.80401       0.7893
79140        1   32656202   32672491     15       3  194548     -0.61167      0.72962
55721        1   32661236   32675788     13       3  194548     -0.60913      0.72878
149069       1   32664695   32683297     20       4  194548     -0.69411      0.75619
8668         1   32677971   32698705     20       2  194548     -0.50459      0.69308
56063        1   32678540   32697954     19       2  194548     -0.52712      0.70095
84734        1   32702818   32715961     25       2  194548     0.062831      0.47495
3932         1   32706840   32753266     33       6  194548     -0.11726      0.54667
3065         1   32747708   32800727     12       7  194548     -0.56541       0.7141
65108        1   32797930   32811840      1       1  194548      0.42176       0.3366
81629        1   32808365   32831598      7       5  194548      -1.4738      0.92973
100128071    1   32825371   32837844      2       1  194548     -0.22715      0.58985
55108        1   32829204   32870062      6       3  194548      0.42667      0.33481
728116       1   32920658   32954960     34       3  194548        1.398     0.081053
653121       1   32994772   33073042    191      14  194548       2.0604     0.019679
339487       1   33084921   33126565    100       4  194548       1.9794     0.023885
5928         1   33106749   33153312    107       4  194548        1.998     0.022859
81493        1   33144007   33178361     90       6  194548       1.7451     0.040486
57648        1   33197492   33242071     56       9  194548      0.47637       0.3169
8565         1   33239340   33293633     50       2  194548       1.1549      0.12406
64766        1   33272368   33325980     48       4  194548        1.032      0.15104
252995       1   33326369   33348093     20       4  194548      0.65207      0.25718
3208         1   33341688   33361747     18       6  194548      0.28063       0.3895
113452       1   33358696   33377041     11       4  194548      0.99802      0.15914
127544       1   33400550   33440467     42       4  194548        1.894     0.029113
204          1   33472041   33512512     56       5  194548       1.0908      0.13769
113451       1   33536711   33587632     96       6  194548      0.87413      0.19102
55223        1   33609500   33657671    126      10  194548       2.9651     0.001513
149076       1   33711908   33767821    102      15  194548       1.9883      0.02339
127550       1   33770867   33796699     71      11  194548      0.72369      0.23463
1912         1   33787724   33851194    168      18  194548      0.49074       0.3118
7579         1   33928232   33963605     63       6  194548      0.84946      0.19781
114784       1   33978109   34641443   1697     143  194548     -0.13773      0.55477
127540       1   34316076   34331892     28       6  194548       1.0129      0.15556
84970        1   34622624   34686232    199      24  194548    -0.079926      0.53185
2709         1   35210648   35225613     49      12  194548      -0.7541      0.77461
127534       1   35215342   35230825     54      13  194548     -0.35298      0.63795
2707         1   35236790   35253467     54      10  194548      0.15155      0.43977
2701         1   35248559   35262851     42       6  194548      0.19828      0.42141
113444       1   35314463   35335417     36       8  194548       2.0219     0.021593
58512        1   35329537   35401083     80      19  194548       1.5207     0.064173
100506144    1   35445627   35460948     24       2  194548    -0.055218      0.52202
9204         1   35450266   35507569     90       3  194548     -0.14068      0.55594
79830        1   35515387   35582960     83       6  194548      -1.3593      0.91297
6421         1   35640481   35668766     78       8  194548      0.33721      0.36798
9202         1   35724444   35889045    237      17  194548      0.62484      0.26604
79932        1   35897591   36033037    168      12  194548      0.84235      0.19979
23154        1   36013311   36033880     23       4  194548      0.85919      0.19512
