GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
79258        1    2520578    2574499    169      11  413466       3.6062   0.00015537
100287898    1    2571307    2716230     95      10  413466       3.1559   0.00080009
140625       1    2928046    2940967     27       4  413466      -1.1704      0.87907
63976        1    2975565    3356685   1361     157  413466       1.1557      0.12389
27237        1    3361147    3399177    135      15  413466      0.58677      0.27868
1953         1    3403006    3538059    531      73  413466      -1.2831      0.90027
127262       1    3531556    3548195     68      11  413466     -0.75776       0.7757
49856        1    3545831    3576671     66      15  413466     -0.33899      0.63269
7161         1    3559129    3654265    304      48  413466      0.18662      0.42598
148870       1    3658965    3689709     91      15  413466      0.67624      0.24945
388588       1    3679352    3694046     60      16  413466      0.75631      0.22473
57470        1    3695284    3723068    140      20  413466      0.36299      0.35831
9731         1    3727145    3783797    334      18  413466      0.40078      0.34429
1677         1    3763845    3803493    251      31  413466     -0.71914      0.76397
339448       1    3804197    3826857     80      11  413466     -0.43248      0.66731
55966        1    4705105    4845351    663      81  413466       1.8193     0.034435
261734       1    5921370    6062618    417      22  413466      0.94536      0.17224
8514         1    6042358    6162753    327      48  413466      -0.1813      0.57193
26038        1    6160347    6250194    281      29  413466     -0.95544      0.83032
6146         1    6243580    6269679     59      12  413466    -0.062197       0.5248
388591       1    6256189    6282859     60      10  413466     -0.90188      0.81644
23463        1    6279753    6306044     49       9  413466     0.059375      0.47633
390992       1    6294252    6307138     20       6  413466      0.59503      0.27591
387509       1    6305906    6331035     61       8  413466      0.28976        0.386
11332        1    6322832    6463826    442      25  413466       1.1699      0.12103
54626        1    6473792    6494724     71       8  413466    -0.028377      0.51132
83715        1    6474836    6522504    128      13  413466     0.084919      0.46616
8718         1    6519287    6537432     45       9  413466      0.88774      0.18734
57449        1    6524652    6590121    156      23  413466       1.2804       0.1002
79707        1    6579907    6624658    115       3  413466      0.16515      0.43441
80835        1    6604987    6641317     75       6  413466      0.55004      0.29115
3104         1    6630051    6650840     25      10  413466       1.0705      0.14221
9903         1    6649284    6672958     43      11  413466      0.95961      0.16863
148479       1    6663756    6685593     31       6  413466      0.93382       0.1752
90326        1    6674925    6697146     49       8  413466       0.6393      0.26132
55735        1    6692728    6771966    164      17  413466       2.0107     0.022177
23261        1    6835384    7831266   2646     208  413466       3.0825    0.0010265
9341         1    7821329    7842992     52      12  413466     -0.96797      0.83347
8863         1    7834413    7906741    243      28  413466      -1.3201       0.9066
10911        1    7906172    7923551     81      17  413466     -0.30918      0.62141
3604         1    7974431    8013225     69       9  413466      0.17492      0.43057
11315        1    8011714    8046842     61       9  413466      0.86003      0.19489
54206        1    8070279    8096393     36       6  413466      0.84196       0.1999
50651        1    8368171    8405727    107      16  413466      0.16131      0.43593
473          1    8410964    8887699    670      24  413466     -0.49688      0.69036
2023         1    8919559    8949151     45       8  413466    -0.050144         0.52
765          1    8995893    9036651    154      35  413466     -0.45687      0.67612
155184       1    9061859    9096404    122      24  413466     -0.12232      0.54868
6518         1    9095505    9141763    133      19  413466      0.66849      0.25191
80045        1    9161972    9199229     72      10  413466      -1.2902       0.9015
9563         1    9284822    9332896    131      19  413466       1.4866     0.068561
80176        1    9325202    9431091    462      65  413466      0.63122      0.26395
84275        1    9589528    9644331     69       8  413466     -0.76366      0.77747
199953       1    9638932    9676435     41       7  413466     -0.94975      0.82888
5293         1    9701789    9790672    157      27  413466     -0.61681      0.73132
22883        1    9787579    9894550    145      15  413466       1.1003      0.13561
56998        1    9906834    9980316     79      13  413466       2.0109     0.022165
84328        1    9980668   10013460     63       9  413466       2.0504     0.020161
64802        1    9993486   10047056     90      13  413466        2.169      0.01504
116362       1   10047255   10077578     57       7  413466      0.99577      0.15968
10277        1   10083041   10242797    299      17  413466      0.51353      0.30379
23095        1   10260606   10443164    568      17  413466       1.2175       0.1117
5226         1   10448884   10482065     81      11  413466       1.7624     0.039004
378708       1   10479944   10511739     85      10  413466     0.055344      0.47793
100526739    1   10480159   10513560     88      10  413466     0.061713       0.4754
1325         1   10499776   10513560     26       5  413466     -0.19822      0.57856
1676         1   10519088   10542613     28       5  413466      0.78401      0.21652
5195         1   10525003   10692315    367      27  413466      0.64234      0.26033
54897        1   10695161   10866733    446      84  413466     -0.17918       0.5711
148345       1   11005030   11052094    162      20  413466      0.37941      0.35219
23435        1   11062462   11087049     47       6  413466      0.74999      0.22663
10747        1   11085080   11117296     67       8  413466      0.64069      0.26086
6723         1   11113149   11130091     37       4  413466     -0.86642      0.80687
5394         1   11125175   11169961    124       6  413466     -0.91366      0.81955
2475         1   11165088   11332614    348      11  413466      -0.4141       0.6606
10218        1   11239346   11257538     32       4  413466     -0.10033      0.53996
29914        1   11323255   11349991     46       7  413466      0.61886        0.268
57540        1   11529295   11599140    169      16  413466       2.2679     0.011666
93611        1   11704432   11724884     55      18  413466      0.18632       0.4261
26232        1   11706424   11724888     49      17  413466      0.33324      0.36948
26270        1   11714150   11735911     59      13  413466     -0.30315      0.61911
10459        1   11733037   11761678     94      20  413466     -0.68625      0.75372
374946       1   11741781   11781836    114      24  413466     -0.76773      0.77868
57085        1   11786142   11812328     70      13  413466        2.308     0.010499
284498       1   11813827   11851142    169      15  413466       1.9829      0.02369
4524         1   11844287   11876160    145      12  413466       1.0385      0.14953
1185         1   11856153   11904701    239      17  413466       0.9016      0.18363
4878         1   11904266   11917840     44      10  413466      0.72161      0.23527
4879         1   11916021   11928992     43       8  413466       0.8019       0.2113
90231        1   11978145   11996485     47      11  413466      -0.1518      0.56033
5351         1   11984724   12037099    124      13  413466     -0.76504      0.77787
9927         1   12030238   12075072     99      10  413466       1.4941     0.067576
60672        1   12069299   12093606     48      10  413466      0.36722      0.35673
943          1   12113434   12205764    224      43  413466       1.2368      0.10809
7133         1   12217044   12270779    155      20  413466      -2.6976      0.99651
55187        1   12280101   12573599    376      30  413466     -0.45646      0.67597
9249         1   12626439   12687820    212      40  413466       1.3015      0.09654
343066       1   12694566   12728597     95      10  413466        1.871     0.030671
126767       1   12766118   12790226     78      12  413466     -0.13786      0.55482
93190        1   12796163   12822602     90      11  413466     -0.46236      0.67809
390999       1   12824984   12839549     42       9  413466      0.99886      0.15893
65121        1   12841546   12858277     24       6  413466      0.15611      0.43797
440560       1   12882968   12901264     45       6  413466       1.5963     0.055205
343069       1   12905761   12918578     74       4  413466       1.2335      0.10869
65122        1   12906941   12923264     86       6  413466       1.2237      0.11054
400735       1   12937533   12956025      2       1  413466      0.25012      0.40125
343071       1   12951227   12968094      1       1  413466      -1.3267       0.9077
441873       1   13130447   13146500      2       1  413466      0.78709      0.21561
440563       1   13181460   13194326     37       7  413466      0.17356       0.4311
391002       1   13385146   13400765      4       2  413466      0.39956      0.34474
391003       1   13472553   13487569      2       1  413466     -0.20791      0.58235
654348       1   13485254   13499760      1       1  413466    -0.011029       0.5044
645414       1   13693389   13708405      1       1  413466      -1.3845       0.9169
645425       1   13726907   13749303      2       1  413466     -0.01181      0.50471
126755       1   13799945   13850242    208      44  413466       1.1728      0.12044
10630        1   13900252   13945952    139      26  413466      -1.5377      0.93793
7799         1   14016714   14153074    393      29  413466       1.5656     0.058721
23254        1   14209646   15446044   4390     320  413466       1.3631     0.086425
55092        1   15469028   15548474    394      30  413466      0.46245      0.32188
727684       1   15489192   15508120     80      13  413466      0.38664      0.34951
114827       1   15563730   15726267    485      62  413466      -1.0032      0.84211
79180        1   15726391   15758339     94      21  413466      0.14546      0.44217
11330        1   15754938   15774653     39       9  413466      0.71475      0.23738
63036        1   15773223   15800086     75      13  413466      0.48117       0.3152
51032        1   15792596   15819395     73      12  413466     -0.17868      0.57091
842          1   15816396   15861407    143       8  413466      0.84544      0.19893
23341        1   15843343   15899728    139      12  413466      0.74757      0.22736
79814        1   15896694   15921605    110       9  413466      0.99177      0.16066
84301        1   15933953   15997039    125       6  413466      0.91679      0.17963
6248         1   15976364   15989717     21       3  413466      0.85136      0.19729
23207        1   16000632   16062764    171      13  413466      0.96248      0.16791
284723       1   16052721   16069384     22       3  413466      0.91223      0.18082
388595       1   16058987   16075792     26       6  413466       0.3248      0.37267
54751        1   16073107   16114589     89      15  413466     -0.52136      0.69894
440567       1   16132157   16144194     51       5  413466     0.061703       0.4754
23013        1   16164359   16268451    160      19  413466       1.5588     0.059526
7709         1   16266864   16312627     76      13  413466       1.1022      0.13518
101928566    1   16292626   16325201     98      14  413466       1.3528     0.088053
149563       1   16320731   16334684     83      10  413466       1.4102     0.079243
1187         1   16338486   16362048    121      13  413466   -0.0023417      0.50093
27129        1   16339023   16356084     95      11  413466      0.33828      0.36758
1188         1   16360231   16385321    144      18  413466     -0.84261      0.80028
348487       1   16382764   16410127     74       9  413466       -1.439      0.92493
1969         1   16449332   16492582     77      14  413466      -1.3379      0.90953
128272       1   16523099   16549104     61       8  413466      0.61243      0.27013
101927546    1   16549843   16563528     32       4  413466     -0.54618      0.70753
79363        1   16556682   16573659     29       6  413466      -0.4466      0.67242
54455        1   16571839   16688965    246      14  413466     -0.96129       0.8318
26099        1   16683525   16726143     80      10  413466    -0.083563       0.5333
374955       1   16720601   16773919    132      23  413466     -0.11831      0.54709
55707        1   16757167   16788085     70      14  413466        1.238      0.10785
100133301    1   16855561   16867698      6       3  413466     0.021701      0.49134
55672        1   16887422   16950100      7       4  413466      0.70684      0.23983
9696         1   17238445   17300974    113      16  413466       2.9542    0.0015673
4237         1   17299497   17318081     41       7  413466        1.988     0.023406
23400        1   17310953   17348467     78      13  413466       1.9835     0.023653
6390         1   17343717   17390665    155      15  413466       2.4516    0.0071114
11240        1   17391756   17455948    259      16  413466        1.456     0.072694
29943        1   17521621   17574001    209      50  413466      0.58249      0.28012
51702        1   17565593   17612228    199      27  413466       1.8022     0.035758
23569        1   17624690   17691995    338      24  413466      0.88397      0.18836
353238       1   17688741   17729695    205      19  413466      0.10685      0.45746
55920        1   17731751   17776250     96      12  413466      0.38449      0.35031
55160        1   17836693   18025870    434      53  413466      0.12444      0.45048
81569        1   18071808   18155058    217      25  413466       3.3788   0.00036404
84966        1   18424240   18706477    998     127  413466       1.0298      0.15156
127707       1   18797424   18814040     87      12  413466     -0.30267      0.61893
5081         1   18947500   19076860    362      60  413466       1.1027      0.13508
80834        1   19164593   19196155    169      26  413466      -1.6546        0.951
8659         1   19196424   19239293    163      21  413466     -0.81783      0.79327
126917       1   19229274   19292826    206      29  413466    -0.079657      0.53174
23352        1   19399500   19546812    252      16  413466     0.036598       0.4854
23065        1   19540658   19588053    157      19  413466       1.0212      0.15359
51154        1   19568075   19588122     90      14  413466       1.2005      0.11497
22977        1   19607557   19625280     51       8  413466      0.68654      0.24619
8574         1   19627702   19648640     73      14  413466       1.0322      0.15099
54896        1   19628740   19660425    124      18  413466       1.2963     0.097445
832          1   19663767   19822066    528      25  413466    0.0052775      0.49789
440574       1   19913471   19957815     98      15  413466      -0.6169      0.73135
100532736    1   19913471   19986449    194      30  413466       2.3865    0.0085043
4681         1   19959723   19986449     89      21  413466       4.3037   8.3981e-06
3362         1   19981780   20007555     67      11  413466       5.0546   2.1566e-07
255104       1   20007206   20136424    400      51  413466       4.2363   1.1362e-05
54546        1   20139022   20151771     74      19  413466      0.92276      0.17807
23252        1   20198356   20240938     94      16  413466      -2.4168      0.99217
30814        1   20245300   20260110     49      10  413466      0.72723      0.23354
5320         1   20300424   20316932     42      12  413466      0.83108      0.20297
5322         1   20376157   20419894    141      20  413466     -0.28932      0.61383
26279        1   20437643   20456059     46      12  413466    -0.081583      0.53251
64600        1   20455823   20478379     52      23  413466    -0.031326       0.5125
391013       1   20488984   20511687     52      12  413466      0.50989      0.30506
127733       1   20502578   20524040     27      10  413466        1.979     0.023906
127731       1   20607412   20683162    273      25  413466        1.168       0.1214
55450        1   20807384   20822728     28       7  413466       1.6549     0.048977
79594        1   20824441   20844674     46      11  413466       1.4761     0.069964
163933       1   20868932   20883013     50       8  413466       0.6735      0.25031
978          1   20905444   20946901    165      21  413466     -0.21051      0.58337
65018        1   20949948   20979504    103      12  413466       1.1569      0.12365
1650         1   20976760   20998037     60       9  413466       1.2021      0.11467
57576        1   20988975   21054317    224      44  413466       1.4644     0.071536
400745       1   21044725   21069133     63      13  413466     -0.50749      0.69409
50809        1   21067670   21123808    112      16  413466      0.47703      0.31667
8672         1   21131285   21513381    662      23  413466      0.81094       0.2087
1889         1   21542240   21682034    368      37  413466       1.3278     0.092119
84224        1   21756583   21812893    154      14  413466       2.0124      0.02209
249          1   21825475   21906405    316      31  413466       1.0555      0.14559
5909         1   21921208   22006010    302      45  413466       2.4584    0.0069788
84196        1   22003291   22119688    367      31  413466      0.47831      0.31622
401944       1   22128758   22153214     82      26  413466       1.2145      0.11227
3339         1   22147237   22273750    352      33  413466      0.27898      0.39013
23436        1   22293418   22317347    102      15  413466      -1.0631      0.85614
10136        1   22318149   22340535     66      11  413466     -0.34072      0.63334
998          1   22369120   22420939    115      15  413466     -0.94936      0.82878
54361        1   22442298   22480474    117      21  413466     -0.22814      0.59023
9923         1   22768344   22859150    142      17  413466      0.83453      0.20199
2046         1   22880004   22931587    172      29  413466     -0.54453      0.70696
712          1   22953118   22967675     42       5  413466       1.0905      0.13775
714          1   22959969   22976103     56       8  413466      0.99726      0.15932
713          1   22969682   22989630     63       8  413466       1.0952       0.1367
2048         1   23027263   23243323    446      54  413466     -0.79749      0.78742
646262       1   23278036   23309524     82      13  413466      0.58206      0.28026
729059       1   23335827   23352343     19       5  413466      -0.1173      0.54669
23028        1   23335937   23411684     91      10  413466     -0.21444       0.5849
7798         1   23409016   23514301    207      20  413466       0.3868      0.34945
3352         1   23516888   23531222     33       4  413466      0.10548        0.458
10236        1   23634453   23681143     43       7  413466      -0.2788       0.6098
80818        1   23684441   23706357     52       8  413466      -0.2288      0.59049
6920         1   23706055   23761269    138      20  413466      0.61373       0.2697
55616        1   23753556   23820750    151      15  413466     0.098305      0.46085
1870         1   23831420   23867712     63      10  413466    -0.013675      0.50546
3399         1   23882921   23896285     32      10  413466     -0.23242      0.59189
6135         1   24008269   24024415     16       5  413466     -0.18305      0.57262
6924         1   24059856   24090049     29       8  413466      -2.5589      0.99475
57095        1   24094876   24116222     12       5  413466      -1.2847      0.90055
11313        1   24107275   24123529      7       3  413466     -0.46348      0.67849
2582         1   24120589   24137294     15       3  413466     -0.82748      0.79602
3155         1   24126867   24175110     61       5  413466     -0.50773      0.69418
2517         1   24170067   24204859     96       5  413466     -0.48212      0.68514
1269         1   24195505   24295549    196      15  413466     0.013944      0.49444
55629        1   24276301   24291452      6       2  413466       1.2393      0.10761
10772        1   24291435   24316953      6       3  413466     -0.85531      0.80381
127294       1   24381031   24448665    217      26  413466      0.73956      0.22978
58985        1   24444761   24479783    108      18  413466      -1.8543      0.96815
163702       1   24479147   24523765    146      21  413466      0.50596      0.30644
57822        1   24635812   24692472    132      30  413466       -2.151      0.98426
90529        1   24681989   24751587    176      16  413466      -1.4539      0.92702
57185        1   24732245   24800973    190      16  413466      -1.4339       0.9242
11123        1   24818841   24865010    117      16  413466      -1.9103      0.97195
400746       1   24872567   24937319    266      28  413466      -1.7537      0.96026
10250        1   24959594   25001272     43       8  413466     -0.58956      0.72226
25932        1   25061760   25172315    111      13  413466      0.35013      0.36312
864          1   25224502   25301648    181      27  413466      0.39957      0.34474
25949        1   25547267   25569013     16      10  413466      0.32769      0.37157
57035        1   25567240   25584010     14       7  413466       1.3547     0.087751
6007         1   25588884   25658436     31      10  413466       1.1376      0.12764
23585        1   25654789   25690352     31       7  413466      0.37628      0.35335
6006         1   25686353   25757363     79       6  413466    0.0064031      0.49745
55219        1   25747388   25828200    124       5  413466     -0.34705      0.63572
26119        1   25860071   25896877     91      14  413466      -1.4512      0.92664
57134        1   25933959   26112758    275      23  413466       1.2913     0.098297
57190        1   26116667   26146213     73       7  413466      0.61937      0.26783
56181        1   26136397   26160933     52       4  413466     -0.69285       0.7558
79000        1   26156914   26195939     71       4  413466     -0.84973      0.80226
164091       1   26186475   26212461     31       5  413466     0.076584      0.46948
3925         1   26209170   26243368     46       5  413466      0.09432      0.46243
5051         1   26284758   26336366    104       8  413466       1.2899      0.09855
2134         1   26338266   26364455     43       8  413466       2.6273    0.0043027
7780         1   26363013   26383439     43       5  413466       2.9262    0.0017154
84676        1   26376292   26404142     66       7  413466       2.9682    0.0014977
149420       1   26427656   26453539     67       3  413466       2.8376    0.0022727
79927        1   26475511   26490619     38      10  413466       2.1618     0.015318
51042        1   26486388   26498864     38       8  413466       1.8451     0.032512
10256        1   26493981   26517875     60       9  413466        1.755      0.03963
378807       1   26507119   26530533     76      13  413466       2.3086     0.010482
64793        1   26550644   26607029    169      14  413466     -0.95226      0.82952
83442        1   26596213   26609513     41       6  413466      -1.3729      0.91511
91544        1   26607273   26654756    144      12  413466     -0.64316      0.73994
1043         1   26634411   26648514     49       5  413466     -0.57269      0.71657
55057        1   26646850   26690621    144      18  413466       1.7373     0.041168
257101       1   26686625   26711023     84      14  413466       2.1861     0.014404
79727        1   26727269   26757719     61      11  413466      0.40075       0.3443
79947        1   26748773   26799297     78      14  413466      0.39438      0.34665
3151         1   26788902   26804633     26       7  413466      -1.0073      0.84311
6195         1   26846249   26903020    114      15  413466     -0.52882      0.70154
8289         1   27012522   27110101    131       9  413466    -0.036128      0.51441
101928728    1   27017123   27032896     21       5  413466      0.26554       0.3953
55650        1   27103739   27126394     23       6  413466     0.049788      0.48015
84243        1   27143201   27185592     53       7  413466     -0.48962       0.6878
2810         1   27179633   27192447     15       4  413466     -0.26739      0.60542
54707        1   27204372   27226869     28       6  413466     -0.41292      0.66017
63906        1   27215479   27236962     26       6  413466     -0.28975        0.614
8431         1   27236475   27250567     26       4  413466      -0.5978      0.72501
10726        1   27238187   27274862     51       8  413466     -0.36551      0.64263
126695       1   27274547   27296901     24       4  413466      0.25512      0.39932
388610       1   27310189   27328877     20       4  413466       1.2106      0.11303
115572       1   27330011   27349333     12       4  413466       0.8834      0.18851
6548         1   27423800   27491621     67       8  413466      0.97856       0.1639
23038        1   27551007   27636624    113      13  413466      0.82774      0.20391
84065        1   27638636   27664391     45      10  413466       1.4179     0.078108
84958        1   27658483   27681923     57      12  413466       1.5353     0.062349
9064         1   27680170   27703558     43      13  413466       2.2868     0.011103
8547         1   27694101   27711315     19       7  413466        1.147      0.12569
388611       1   27704096   27719823     17       1  413466     -0.70613      0.75995
2827         1   27709148   27723818     16       2  413466     0.028283      0.48872
10163        1   27729234   27826678    133       9  413466     -0.49328      0.68909
27245        1   27859256   27940463     78      13  413466      0.14243      0.44337
2268         1   27937300   27971727     61      12  413466      0.92303        0.178
2537         1   27991072   28008724     27       6  413466      0.21823      0.41362
199870       1   28042490   28090926     85       4  413466      0.14976      0.44048
23673        1   28089694   28152463     61       6  413466       0.6279      0.26503
5511         1   28147252   28179683     33       5  413466        1.417     0.078237
9473         1   28189055   28214696     66      11  413466      0.75949      0.22378
6118         1   28216535   28251255     86       8  413466     -0.88765      0.81264
27293        1   28251456   28287163    115      10  413466      -1.4319      0.92391
55113        1   28276504   28296104     43      11  413466      -1.2717      0.89825
2140         1   28295355   28425173    217      21  413466     -0.32432      0.62715
5724         1   28472177   28530447     70      13  413466     -0.95099      0.82919
22826        1   28525289   28569542    123      10  413466     -0.85061      0.80251
93974        1   28552602   28566116     42       7  413466     -0.80635      0.78998
83667        1   28575963   28610502     80      10  413466     -0.87675      0.80969
54797        1   28645513   28663978     24       8  413466      0.25895      0.39784
65979        1   28686093   28828381    402      11  413466      0.53402      0.29666
1104         1   28822455   28867208     95       9  413466      0.39721      0.34561
54952        1   28869529   28906557     56       8  413466      0.84773      0.19829
115273       1   28908712   28922598     21       9  413466      0.62988      0.26439
6883         1   28928108   28985416     61       9  413466      0.39509      0.34639
10691        1   28985234   29043615     76       9  413466     0.067781      0.47298
51441        1   29053133   29097787     66       9  413466      0.64901      0.25817
4985         1   29128654   29191708    174      22  413466     -0.69488      0.75643
2035         1   29203603   29448058    412      27  413466       1.4789     0.069588
399474       1   29444437   29460421     37       8  413466       1.6469     0.049788
6429         1   29472750   29518637     90      16  413466       1.3132     0.094561
51102        1   29517885   29567460    126      17  413466       1.0806      0.13994
10076        1   29553028   29654825    247      35  413466       1.2982     0.097104
4146         1   31182624   31206432     71      10  413466     -0.29764      0.61701
7805         1   31203815   31240683     82      20  413466     -0.15534      0.56172
9672         1   31340813   31391480     98      27  413466       2.3542    0.0092804
9698         1   31402853   31548838    270      16  413466       2.4208    0.0077426
79570        1   31651092   31722734    236      18  413466       1.6372     0.050796
9410         1   31730915   31779644    126       9  413466      0.35081      0.36286
51538        1   31759832   31840069    197      12  413466      0.49186      0.31141
2170         1   31836600   31855923     38       8  413466       1.1901        0.117
347735       1   31872412   31909027    106      10  413466     -0.28649      0.61275
64129        1   32032086   32054790     38      14  413466       2.6137     0.004478
3061         1   32073290   32094714     49       5  413466       1.9664     0.024627
553115       1   32093963   32120838     38       6  413466       2.1319     0.016507
1307         1   32116348   32179768    115      21  413466       1.4777     0.069743
576          1   32191218   32240494     46      10  413466     0.012185      0.49514
90853        1   32254523   32291630     72      13  413466     -0.66954      0.74842
8073         1   32370522   32413988     56      10  413466     -0.67885      0.75138
10657        1   32469295   32527960     36      12  413466       1.3404     0.090057
55116        1   32528503   32569967     48       8  413466      -1.0037      0.84225
23633        1   32563644   32643669     84      10  413466     -0.44174      0.67066
200081       1   32635293   32665386     34       7  413466      -1.0693      0.85753
79140        1   32656202   32672491     18       5  413466     -0.85836      0.80465
55721        1   32661236   32675788     13       3  413466     -0.24011      0.59488
149069       1   32664695   32683297     24       5  413466     -0.22879      0.59048
8668         1   32677971   32698705     27       5  413466     -0.42515      0.66463
56063        1   32678540   32697954     26       5  413466     -0.41181      0.65976
84734        1   32702818   32715961     31       4  413466     -0.59587      0.72437
3932         1   32706840   32753266     49      14  413466      0.33769       0.3678
3065         1   32747708   32800727     33      17  413466      0.80646      0.20999
65108        1   32797930   32811840      5       3  413466     -0.76403      0.77757
81629        1   32808365   32831598     10       6  413466     -0.19474       0.5772
100128071    1   32825371   32837844      5       3  413466      0.24032      0.40504
55108        1   32829204   32870062     24      13  413466       1.9123     0.027917
728116       1   32920658   32954960     37       6  413466    -0.076461      0.53047
653121       1   32994772   33073042    171      10  413466      0.84456      0.19918
339487       1   33084921   33126565    103       6  413466     0.066329      0.47356
5928         1   33106749   33153312    101       5  413466      0.13796      0.44513
81493        1   33144007   33178361     66       6  413466     -0.26596      0.60487
57648        1   33197492   33242071     70      17  413466       3.3144   0.00045914
8565         1   33239340   33293633     75       9  413466       3.2913    0.0004987
64766        1   33272368   33325980     71      10  413466       3.6622   0.00012501
252995       1   33326369   33348093     25       7  413466       3.4623   0.00026777
3208         1   33341688   33361747     25      10  413466         3.36   0.00038972
113452       1   33358696   33377041     15       5  413466       2.8681     0.002065
127544       1   33400550   33440467     67       8  413466       2.7548    0.0029366
204          1   33472041   33512512     57       7  413466       0.8112      0.20863
113451       1   33536711   33587632     64       9  413466      0.17132      0.43199
55223        1   33609500   33657671     92       6  413466      0.46437      0.32119
149076       1   33711908   33767821     91      13  413466       1.6026     0.054511
127550       1   33770867   33796699     61      12  413466        3.052    0.0011366
1912         1   33787724   33851194    164      19  413466       2.9424    0.0016286
7579         1   33928232   33963605     69       9  413466      0.27877      0.39021
114784       1   33978109   34641443   1710     153  413466      0.36424      0.35784
127540       1   34316076   34331892     31       6  413466      0.25045      0.40112
84970        1   34622624   34686232    205      30  413466      0.73832      0.23016
2709         1   35210648   35225613     50      13  413466     -0.71852      0.76378
127534       1   35215342   35230825     56      14  413466     -0.11986       0.5477
2707         1   35236790   35253467     58      13  413466       1.9678     0.024544
2701         1   35248559   35262851     45       9  413466       2.5101    0.0060354
113444       1   35314463   35335417     45      14  413466       1.6876      0.04574
58512        1   35329537   35401083    106      31  413466       3.2486   0.00057982
100506144    1   35445627   35460948     19       3  413466       2.5064    0.0060992
9204         1   35450266   35507569     71       5  413466       2.7268    0.0031977
79830        1   35515387   35582960     74       8  413466       3.8684   5.4779e-05
