GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
55735        1    6692728    6771966    336      39  539200       2.2688     0.011641
23261        1    6835384    7831266   3982     295  539399       1.6708     0.047384
9341         1    7821329    7842992    101      24  600108      0.43809      0.33066
8863         1    7834413    7906741    404      40  621381     -0.79895      0.78784
10911        1    7906172    7923551     55      16  556331      -1.3894      0.91765
3604         1    7974431    8013225     91      15  573285      0.20589      0.41844
11315        1    8011714    8046842     81      17  538008     -0.31044      0.62189
54206        1    8070279    8096393     67      28  421931     0.083776      0.46662
50651        1    8368171    8405727     85      23  520652       0.2362      0.40664
473          1    8410964    8887699   1100      49  543915      0.82589      0.20443
2023         1    8919559    8949151    151      32  569527     -0.62354      0.73353
765          1    8995893    9036651    218      49  511873      0.32613      0.37216
155184       1    9061859    9096404    195      28  559967     -0.36979      0.64423
6518         1    9095505    9141763    184      35  513585     -0.25977      0.60248
80045        1    9161972    9199229    105      26  557200    -0.013519      0.50539
9563         1    9284822    9332896    291      53  563622      0.26701      0.39473
80176        1    9325202    9431091    536      88  532496      0.38455      0.35029
84275        1    9589528    9644331    184      37  384839       1.6508     0.049389
199953       1    9638932    9676435    156      31  502435      0.93928      0.17379
5293         1    9701789    9790672    354      28  306948      0.22593      0.41063
22883        1    9787579    9894550    379      60  399096     -0.20988      0.58312
56998        1    9906834    9980316    210      38  506028   0.00022289      0.49991
84328        1    9980668   10013460    103      19  548155      -1.0066      0.84295
64802        1    9993486   10047056    156      26  507967     -0.33442      0.63097
116362       1   10047255   10077578     77      20  488957      0.19493      0.42272
10277        1   10083041   10242797    670      37  546483    -0.089169      0.53553
23095        1   10260606   10443164    696      36  571329    -0.037149      0.51482
5226         1   10448884   10482065     93      24  502826     -0.15554       0.5618
378708       1   10479944   10511739    117      17  561018     -0.23384      0.59245
100526739    1   10480159   10513560    122      18  560109     -0.28426      0.61189
1325         1   10499776   10513560     60      13  591318     -0.62381      0.73363
1676         1   10519088   10542613     67      14  559648      -1.2585       0.8959
5195         1   10525003   10692315    632      74  530197     -0.65776      0.74465
54897        1   10695161   10866733    722     136  470944     -0.28117      0.61071
148345       1   11005030   11052094    159      22  471370      0.67666      0.24931
23435        1   11062462   11087049    101       8  554796      0.57557      0.28245
10747        1   11085080   11117296    100      10  499216      0.51266      0.30409
6723         1   11113149   11130091     43       6  450145       0.3342      0.36911
5394         1   11125175   11169961    115      13  436791     -0.11547      0.54597
2475         1   11165088   11332614    451      30  501757      -0.6783      0.75121
10218        1   11239346   11257538     51       9  518227     -0.64207      0.73959
29914        1   11323255   11349991    134      17  485119     0.032402      0.48708
57540        1   11529295   11599140    337      39  543224      0.35965      0.35955
93611        1   11704432   11724884     97      28  384490     -0.33821       0.6324
26232        1   11706424   11724888     92      27  372685     -0.22593      0.58937
26270        1   11714150   11735911     85      23  401870     -0.42198      0.66348
10459        1   11733037   11761678     98      19  472938      -1.3436      0.91045
374946       1   11741781   11781836    200      25  583762       2.5975    0.0046956
57085        1   11786142   11812328    143      19  583614       1.3041     0.096095
284498       1   11813827   11851142    219      23  579875       1.0018      0.15821
4524         1   11844287   11876160    171      33  551495      0.57814      0.28159
1185         1   11856153   11904701    279      28  573510      -1.0105      0.84387
4878         1   11904266   11917840    110      21  478533     -0.60178      0.72634
4879         1   11916021   11928992     76      20  492382      -1.2903      0.90153
90231        1   11978145   11996485     51       9  570885      0.38012      0.35193
5351         1   11984724   12037099    179      27  520199      0.19117      0.42419
9927         1   12030238   12075072    140      33  434193      -1.0429       0.8515
60672        1   12069299   12093606     64      17  339085     -0.71042      0.76128
943          1   12113434   12205764    388      65  485637       1.2552       0.1047
7133         1   12217044   12270779    206      34  459250      0.88762      0.18737
55187        1   12280101   12573599    993      59  492303    -0.031799      0.51268
9249         1   12626439   12687820    289      31  405031       2.8429    0.0022351
343066       1   12694566   12728597    115      28  472752       2.5467    0.0054372
126767       1   12766118   12790226     87      20  420128      -1.2551      0.89527
93190        1   12796163   12822602    347      21  256319      -1.6937      0.95484
390999       1   12824984   12839549    100      19  191130     -0.36746      0.64336
65121        1   12841546   12858277    125      10  406539      0.87645      0.19039
440560       1   12882968   12901264     40      13   89975       -1.109      0.86628
343069       1   12905761   12918578      2       1   74004      0.35893      0.35982
65122        1   12906941   12923264      5       3   60685     -0.15648      0.56217
400735       1   12937533   12956025      3       2   74004     -0.63802      0.73827
441873       1   13130447   13146500      2       1    7861      0.55113      0.29077
343068       1   13349819   13370557      1       1    7409        2.228      0.01294
391002       1   13385146   13400765     11       5   74581     -0.64971      0.74206
645382       1   13401517   13416002     13       4   79286      -2.5092      0.99395
343070       1   13411176   13429691      3       1   91953     -0.46689      0.67971
400736       1   13445914   13462656     65      12  513792      0.43014      0.33355
391003       1   13472553   13487569     77      22  433654      -1.4685      0.92901
654348       1   13485254   13499760     88      18  432415      -1.2825      0.90016
653619       1   13631973   13650487    129       4  631374      0.84944      0.19782
729528       1   13666769   13683511    130       8  647264      0.64306      0.26009
645414       1   13693389   13708405     57      18  569408       1.0773      0.14067
391004       1   13706088   13720564     63      13  611086      0.45995      0.32277
645425       1   13726907   13749303     78      15  592817     0.069423      0.47233
126755       1   13799945   13850242    224      46  515959      0.37136      0.35518
10630        1   13900252   13945952    278      39  600402      0.11413      0.45457
7799         1   14016714   14153074    765      60  587059     -0.98885      0.83863
23254        1   14209646   15446044   6035     445  536381      0.41174      0.34027
55092        1   15469028   15548474    344      25  575380       1.3797      0.08384
727684       1   15489192   15508120     90      12  592822       1.3509     0.088356
114827       1   15563730   15726267    672      23  572681       1.7132     0.043333
79180        1   15726391   15758339    113      26  484782      0.38981      0.34834
11330        1   15754938   15774653     72      15  522644      0.39866      0.34507
63036        1   15773223   15800086    115      26  505965     0.034976      0.48605
51032        1   15792596   15819395    161      20  571932      0.59861      0.27472
842          1   15816396   15861407    237      25  476605       1.3077     0.095481
23341        1   15843343   15899728    176      35  495033     -0.11782       0.5469
79814        1   15896694   15921605     71      21  524150      0.19428      0.42298
84301        1   15933953   15997039    225      41  528556     -0.72357      0.76533
6248         1   15976364   15989717     71      15  551262     -0.69117      0.75527
23207        1   16000632   16062764    523      38  534107      0.59555      0.27574
284723       1   16052721   16069384    143      19  475609      0.78098      0.21741
388595       1   16058987   16075792    102      16  461801       0.7282      0.23325
54751        1   16073107   16114589    204      25  569489     -0.30999      0.62172
440567       1   16132157   16144194     29       9  524047      -2.0986      0.98207
23013        1   16164359   16268451    378      35  568740      -1.0811      0.86018
7709         1   16266864   16312627    147      18  569920      -1.7418      0.95923
101928566    1   16292626   16325201     94      14  577948      -1.5362      0.93775
149563       1   16320731   16334684     36      10  531308      -1.0351      0.84969
1187         1   16338486   16362048     92      16  536365     -0.94627      0.82799
27129        1   16339023   16356084     59      12  519477     -0.93129      0.82415
1188         1   16360231   16385321     77      17  527435      -1.6041      0.94565
348487       1   16382764   16410127     89      17  560533      -2.0365      0.97915
1969         1   16449332   16492582    215      43  470524     -0.83084      0.79697
128272       1   16523099   16549104     88      27  186521     -0.44495      0.67182
101927546    1   16549843   16563528      8       5   70225      -0.6804      0.75187
79363        1   16556682   16573659      5       3   56654     -0.13189      0.55246
54455        1   16571839   16688965     79      31   98759      0.69768      0.24269
26099        1   16683525   16726143     88      27   72131      0.18135      0.42805
374955       1   16720601   16773919     21      12   71083    -0.036206      0.51444
55707        1   16757167   16788085     13       8   68577     -0.12279      0.54886
100133301    1   16855561   16867698     35      21  126036     -0.61235      0.72985
55672        1   16887422   16950100    272      39  225373      0.65454      0.25638
729574       1   16989498   17001507     33      15  453411       1.9004     0.028689
729587       1   17058947   17070956     60      10  639605       1.8602     0.031428
11223        1   17079629   17100975    123      13  593424       1.6276     0.051807
9696         1   17238445   17300974    341      38  629593      -1.5019      0.93344
4237         1   17299497   17318081    133      17  584574     -0.90276      0.81667
23400        1   17310953   17348467    251      21  620549     -0.37469      0.64605
6390         1   17343717   17390665    280      32  561491     -0.63946      0.73874
11240        1   17391756   17455948    293      30  535834     -0.55654      0.71108
29943        1   17521621   17574001    225      44  545130      0.38788      0.34905
51702        1   17565593   17612228    153      49  463440      0.77451      0.21932
23569        1   17624690   17691995    216      26  452183      0.47098      0.31883
353238       1   17688741   17729695    173      26  501290     -0.69306      0.75587
55920        1   17731751   17776250    150      29  433504       1.4543     0.072938
55160        1   17836693   18025870    898     103  489581      -1.2901      0.90148
81569        1   18071808   18155058    482      67  575871      0.96011       0.1685
84966        1   18424240   18706477   1333     137  547125      0.53568      0.29609
127707       1   18797424   18814040     81      33  490433      -2.1002      0.98215
5081         1   18947500   19076860    672      41  629581     -0.59119       0.7228
80834        1   19164593   19196155     94      20  595892     -0.21529      0.58523
8659         1   19196424   19239293    145      26  588070     -0.18328      0.57271
126917       1   19229274   19292826    352      26  627177      -1.1559      0.87613
23352        1   19399500   19546812    685      55  607174      0.54403      0.29321
23065        1   19540658   19588053    243      31  608503       1.7943     0.036379
51154        1   19568075   19588122     79      11  610284       2.1882     0.014327
22977        1   19607557   19625280     49      17  541738       2.5376    0.0055816
8574         1   19627702   19648640     96      24  518983       1.0066      0.15707
54896        1   19628740   19660425    145      37  545453      0.95437      0.16995
832          1   19663767   19822066    682      80  557510        1.247       0.1062
440574       1   19913471   19957815    194      33  601228      0.84234       0.1998
100532736    1   19913471   19986449    342      53  576152      0.50104      0.30817
4681         1   19959723   19986449    135      33  543031     0.090421      0.46398
3362         1   19981780   20007555    114      25  583061      0.32838      0.37131
255104       1   20007206   20136424    492      59  586348      0.83899      0.20074
54546        1   20139022   20151771     44      19  408263     -0.87992      0.81055
23252        1   20198356   20240938    151      30  532395       1.9732     0.024236
30814        1   20245300   20260110     71      15  567601       1.0641      0.14364
5320         1   20300424   20316932     88      22  637858     -0.61236      0.72985
5322         1   20376157   20419894    151      29  556057      -0.8624      0.80577
26279        1   20437643   20456059     60      24  459458      -1.5901       0.9441
64600        1   20455823   20478379     56      17  578298      -1.2022      0.88536
391013       1   20488984   20511687     80      19  596201        1.119      0.13156
127733       1   20502578   20524040     66      19  584734       1.1231       0.1307
127731       1   20607412   20683162    331      28  611468      0.90571      0.18255
55450        1   20807384   20822728     42      12  406822        1.818     0.034533
79594        1   20824441   20844674     53      20  522816       2.8879    0.0019393
163933       1   20868932   20883013     47      15  533136       2.2381     0.012606
978          1   20905444   20946901    117      29  567137       2.2678     0.011671
65018        1   20949948   20979504     96      28  562447       2.4665    0.0068229
1650         1   20976760   20998037     77      21  543904       2.1091      0.01747
57576        1   20988975   21054317    184      28  523339       2.2973     0.010799
400745       1   21044725   21069133     58      15  503025       2.2694     0.011623
50809        1   21067670   21123808    147      23  538723       2.4346    0.0074537
8672         1   21131285   21513381   1609     111  514198       2.7624    0.0028692
1889         1   21542240   21682034    690      82  616434       1.1869      0.11763
84224        1   21756583   21812893    267      33  582587    -0.067328      0.52684
249          1   21825475   21906405    357      51  556413      0.36024      0.35933
5909         1   21921208   22006010    669      37  461169       1.1842      0.11818
84196        1   22003291   22119688    603      45  530005       1.1705       0.1209
401944       1   22128758   22153214    106      31  532747      0.32174      0.37382
3339         1   22147237   22273750    724      63  607781     -0.91729       0.8205
23436        1   22293418   22317347    141      29  553805      0.74183       0.2291
10136        1   22318149   22340535     84      30  515138       1.0771      0.14071
998          1   22369120   22420939    257      35  599779     0.091003      0.46375
54361        1   22442298   22480474    100      24  538147       1.7244     0.042316
9923         1   22768344   22859150    349      46  464597       1.1994      0.11519
2046         1   22880004   22931587    148      24  486801     -0.55992      0.71223
712          1   22953118   22967675     57      17  577458      0.89028      0.18666
714          1   22959969   22976103     60      13  584675      0.86774      0.19277
713          1   22969682   22989630     60       7  595680      0.84509      0.19903
2048         1   23027263   23243323    602      33  581663     -0.15409      0.56123
646262       1   23278036   23309524     65      22  409294       1.2107        0.113
729059       1   23335827   23352343     38      12  444521    -0.049292      0.51966
23028        1   23335937   23411684    255      35  520789      0.98001      0.16354
7798         1   23409016   23514301    393      35  522081       0.9038      0.18305
3352         1   23516888   23531222     38       8  619016     -0.79795      0.78755
10236        1   23634453   23681143    190      35  555911     -0.08862      0.53531
80818        1   23684441   23706357     67      15  360756     -0.08759       0.5349
6920         1   23706055   23761269    130      29  442418       1.8265     0.033889
55616        1   23753556   23820750    113      39  372230       2.1231     0.016872
1870         1   23831420   23867712    100      15  479657       1.7062     0.043985
3399         1   23882921   23896285    117       6  547216     -0.37875      0.64756
6135         1   24008269   24024415      3       2  200282       2.0555     0.019917
6924         1   24059856   24090049    152      20  548339       1.2391      0.10766
57095        1   24094876   24116222     75      20  541093      0.84108      0.20015
11313        1   24107275   24123529     67      19  527558      0.47103      0.31881
2582         1   24120589   24137294     64      20  542025     -0.64826      0.74159
3155         1   24126867   24175110    215      38  545458     0.041603      0.48341
2517         1   24170067   24204859    176      35  452246    -0.045923      0.51831
1269         1   24195505   24295549    427      46  542967       1.2714      0.10179
55629        1   24276301   24291452     60      11  597040     -0.90755      0.81794
10772        1   24291435   24316953    141      13  593436      -0.3896      0.65158
127294       1   24381031   24448665    270      21  601492     -0.59757      0.72494
58985        1   24444761   24479783    113      29  508241      -0.8935      0.81421
163702       1   24479147   24523765    147      30  480668     -0.52501      0.70021
57822        1   24635812   24692472    120      19  513596      0.78102       0.2174
90529        1   24681989   24751587    216      31  572765       1.6036     0.054396
57185        1   24732245   24800973    136      32  474859      0.85214      0.19707
11123        1   24818841   24865010    133      24  479875     -0.19755       0.5783
400746       1   24872567   24937319    229      40  538052      0.87324      0.19127
10250        1   24959594   25001272    202      30  531931       1.9081     0.028188
25932        1   25061760   25172315    575      61  531411        1.059      0.14479
864          1   25224502   25301648    153      54  227971      -1.4556      0.92725
25949        1   25547267   25569013     88      17  453499       2.6478    0.0040509
57035        1   25567240   25584010     51      14  430553    0.0049489      0.49803
6007         1   25588884   25658436    206      15  231892      0.41868      0.33773
23585        1   25654789   25690352    111      26  456851    -0.095097      0.53788
6006         1   25686353   25757363    178      24  547464      0.42092      0.33691
55219        1   25747388   25828200    236      36  543564     -0.18842      0.57473
26119        1   25860071   25896877     76      14  499243      -1.8193      0.96557
57134        1   25933959   26112758    571      34  543092     -0.74861      0.77295
57190        1   26116667   26146213     76      10  493339       0.5409      0.29429
56181        1   26136397   26160933     73      18  476740     -0.39669       0.6542
79000        1   26156914   26195939    151      26  600143     -0.67278      0.74946
164091       1   26186475   26212461    101      20  604831    -0.049492      0.51974
3925         1   26209170   26243368    156      15  626703     -0.75836      0.77588
5051         1   26284758   26336366    222      26  589842     0.067188      0.47322
2134         1   26338266   26364455    126      21  623645      0.53757      0.29544
7780         1   26363013   26383439     98      21  554987        1.188      0.11742
84676        1   26376292   26404142    145      30  502285        1.005      0.15744
149420       1   26427656   26453539     59      19  540719       1.1563      0.12378
79927        1   26475511   26490619     45      13  600022       0.3421      0.36614
51042        1   26486388   26498864     35       9  467574      0.86488      0.19355
10256        1   26493981   26517875     72      16  560973       1.1875      0.11751
378807       1   26507119   26530533     79      15  578198       1.1605      0.12291
64793        1   26550644   26607029    185      41  492464       1.2119      0.11278
83442        1   26596213   26609513     44      11  396534     -0.12765      0.55079
91544        1   26607273   26654756     90      31  292274       -1.683      0.95381
1043         1   26634411   26648514     35      17  259540      -1.6539      0.95092
55057        1   26646850   26690621     82      31  450233      -1.2685       0.8977
257101       1   26686625   26711023     53      12  560474      0.70469       0.2405
79727        1   26727269   26757719     73      18  452257      0.59623      0.27551
79947        1   26748773   26799297     99      19  504507      0.55908      0.28805
3151         1   26788902   26804633     24      13  461912     0.049507      0.48026
6195         1   26846249   26903020    122      19  517268      0.34499      0.36505
8289         1   27012522   27110101    294      41  500816      0.70235      0.24123
101928728    1   27017123   27032896     37       6  507144      0.31495       0.3764
55650        1   27103739   27126394     39      19  396218     0.049933      0.48009
84243        1   27143201   27185592    145       7  601425      0.90327      0.18319
2810         1   27179633   27192447     52       3  565287      0.87951      0.18956
54707        1   27204372   27226869     57      16  546649       1.4893       0.0682
63906        1   27215479   27236962     56      12  552920       1.4773     0.069792
8431         1   27236475   27250567     42      14  512031      0.90883      0.18172
10726        1   27238187   27274862     88      21  503055      0.90701       0.1822
126695       1   27274547   27296901     53      10  508030       1.1246      0.13039
388610       1   27310189   27328877     49      21  499273      0.76011       0.2236
115572       1   27330011   27349333     66      19  551483       1.4418      0.07468
6548         1   27423800   27491621    175      22  452193      0.71433      0.23751
23038        1   27551007   27636624    175      34  454405     0.088234      0.46485
84065        1   27638636   27664391     96      18  347315      0.21035       0.4167
84958        1   27658483   27681923     59      17  383708    -0.020625      0.50823
9064         1   27680170   27703558     83       6  432514  -0.00093522      0.50037
8547         1   27694101   27711315     60      10  378064     -0.58759       0.7216
388611       1   27704096   27719823     38      13  305024      -2.4304      0.99246
2827         1   27709148   27723818     37       8  326796      -2.1484      0.98416
10163        1   27729234   27826678    240      25  353239      -1.3496      0.91142
27245        1   27859256   27940463    380      31  559092     -0.15715      0.56244
2268         1   27937300   27971727    125      32  543025      0.42485      0.33547
2537         1   27991072   28008724     56      15  512863      0.24008      0.40514
199870       1   28042490   28090926    200      35  527851      0.04966       0.4802
23673        1   28089694   28152463    199      48  470469      0.20644      0.41822
5511         1   28147252   28179683     64      32  409611      -1.3779      0.91588
9473         1   28189055   28214696     90      17  583212      -1.0302      0.84854
6118         1   28216535   28251255    155      16  598070     -0.89602      0.81488
27293        1   28251456   28287163    134      25  567837     -0.29157      0.61469
55113        1   28276504   28296104     68      15  540036    -0.057564      0.52295
2140         1   28295355   28425173    488      27  554848       1.9418     0.026082
5724         1   28472177   28530447    212      19  549004       1.0224       0.1533
22826        1   28525289   28569542    140      24  515185       1.8188     0.034471
93974        1   28552602   28566116     49      16  497771       2.0763     0.018931
83667        1   28575963   28610502     86      35  447473      0.90299      0.18327
54797        1   28645513   28663978     52      20  492920       1.7505     0.040013
65979        1   28686093   28828381    414      47  548332      0.23184      0.40833
1104         1   28822455   28867208    193      29  576185      -0.2916       0.6147
54952        1   28869529   28906557    167      29  576165       1.1168      0.13203
115273       1   28908712   28922598     38      13  574221       1.5332     0.062618
6883         1   28928108   28985416    160      31  567510       2.0033     0.022573
10691        1   28985234   29043615    134      32  549644       1.3641     0.086267
51441        1   29053133   29097787    117      27  500475      0.34508      0.36502
4985         1   29128654   29191708    209      41  535335       1.0725      0.14175
2035         1   29203603   29448058    884     121  529200       1.3472     0.088962
399474       1   29444437   29460421    104      17  570328      0.58024      0.28088
6429         1   29472750   29518637    208      37  598248       1.2848     0.099434
51102        1   29517885   29567460    254      43  553034      0.13468      0.44643
10076        1   29553028   29654825    443      64  523902      0.18697      0.42584
4146         1   31182624   31206432    101      11  530072       1.2264      0.11003
7805         1   31203815   31240683    212      22  573468       0.5374       0.2955
9672         1   31340813   31391480    173      18  575329     -0.84902      0.80207
9698         1   31402853   31548838    740      39  574622     -0.45752      0.67635
79570        1   31651092   31722734    226      50  507575     -0.83401      0.79786
9410         1   31730915   31779644    159      23  470050     -0.21908       0.5867
51538        1   31759832   31840069    278      29  528918     -0.48532      0.68628
2170         1   31836600   31855923     54      19  533732      0.16894      0.43292
347735       1   31872412   31909027     92      22  548785     0.015569      0.49379
64129        1   32032086   32054790     37      26  400599       1.1267      0.12993
3061         1   32073290   32094714     46      12  527957      0.74278      0.22881
553115       1   32093963   32120838     63      17  511214       1.5542      0.06007
1307         1   32116348   32179768    123      28  500958       1.4967     0.067237
576          1   32191218   32240494    123      22  522007       1.0815      0.13974
90853        1   32254523   32291630     67      32  471430       2.3343    0.0097894
8073         1   32370522   32413988     71      40  400955       3.2804   0.00051838
10657        1   32469295   32527960    179      25  476560       0.3753      0.35372
55116        1   32528503   32569967    165      14  541640      0.16432      0.43474
23633        1   32563644   32643669    297      33  491872      0.40819      0.34157
200081       1   32635293   32665386    116      13  514350      0.33734      0.36793
79140        1   32656202   32672491     52       8  525316      0.43719      0.33099
55721        1   32661236   32675788     48       7  532481      0.26317      0.39621
149069       1   32664695   32683297     61       8  537704       0.3245      0.37278
8668         1   32677971   32698705     76      10  515047       0.3112      0.37782
56063        1   32678540   32697954     73      10  510317      0.30464      0.38032
84734        1   32702818   32715961     40       9  497130       1.7146     0.043208
3932         1   32706840   32753266    130      19  503421       1.1029      0.13503
3065         1   32747708   32800727    139      28  543157     -0.12019      0.54783
65108        1   32797930   32811840     34      13  546335      -0.4313      0.66688
81629        1   32808365   32831598     55      17  517985     -0.43922      0.66975
100128071    1   32825371   32837844     27      11  533059     -0.36637      0.64295
55108        1   32829204   32870062    103      27  528174     -0.12539      0.54989
728116       1   32920658   32954960    111      23  519354      0.90134       0.1837
653121       1   32994772   33073042    203      33  531160       2.2287     0.012917
339487       1   33084921   33126565    103      28  521215       1.3333     0.091221
5928         1   33106749   33153312    128      23  525389       1.7915      0.03661
81493        1   33144007   33178361    124      17  519429       1.7379     0.041116
57648        1   33197492   33242071    127      17  555256      0.89668      0.18495
8565         1   33239340   33293633    126      23  544986      0.71625      0.23692
64766        1   33272368   33325980    178      33  552592      0.42883      0.33402
252995       1   33326369   33348093     86      23  547720      0.15209      0.43956
3208         1   33341688   33361747     67      19  506434      0.86887      0.19246
113452       1   33358696   33377041     73      15  585241      0.99236      0.16051
127544       1   33400550   33440467    172      23  633901      0.38689      0.34942
204          1   33472041   33512512    135      22  491556       2.0486     0.020248
113451       1   33536711   33587632    222      41  551957       0.8931       0.1859
55223        1   33609500   33657671     90      22  465404       2.4267    0.0076176
149076       1   33711908   33767821    229      38  556846      0.59537       0.2758
127550       1   33770867   33796699     88      32  484070      0.13525      0.44621
1912         1   33787724   33851194    303      19  558192     -0.65862      0.74493
7579         1   33928232   33963605    110      31  460348       1.1067      0.13421
114784       1   33978109   34641443   3008     239  550771      0.88501      0.18808
127540       1   34316076   34331892     72      14  564589      -1.2693      0.89783
84970        1   34622624   34686232    328      33  514950       1.4718     0.070533
