GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
9341         1    7821329    7842992     45       9  16831     -0.11959      0.54759
8863         1    7834413    7906741    199      20  16328       0.3889      0.34868
10911        1    7906172    7923551     70      13  15425        1.021      0.15364
3604         1    7974431    8013225     26       4  14656       1.0752      0.14113
11315        1    8011714    8046842     53       6  13375      0.69964      0.24208
54206        1    8070279    8096393     31       4  14908      0.14834      0.44104
50651        1    8368171    8405727     94      11  15755        1.943     0.026008
473          1    8410964    8887699    509      14  16258      0.59031      0.27749
2023         1    8919559    8949151     36       4  15585      0.98162      0.16314
765          1    8995893    9036651    108      22  13330      -1.3691      0.91451
155184       1    9061859    9096404    111      18  13152     -0.17097      0.56787
6518         1    9095505    9141763    110      14  14785     -0.23881      0.59437
80045        1    9161972    9199229     61       6  15818      -0.9707      0.83415
9563         1    9284822    9332896    106      13  15940      0.15597      0.43803
80176        1    9325202    9431091    375      49  14751     -0.58568      0.72096
84275        1    9589528    9644331     52       3  13277      0.50309      0.30745
199953       1    9638932    9676435     26       2  15510      -0.2537      0.60013
5293         1    9701789    9790672    131      19  11405     -0.23249      0.59192
22883        1    9787579    9894550    107       6  11786     -0.45131      0.67412
56998        1    9906834    9980316     50       4  12377      0.29604       0.3836
84328        1    9980668   10013460     49       5  12457     -0.46959      0.68068
64802        1    9993486   10047056     60       6  12178     -0.76779      0.77869
116362       1   10047255   10077578     25       3  11183      -1.2044      0.88579
10277        1   10083041   10242797     92      13  11058      0.30092      0.38174
23095        1   10260606   10443164    274       6  15208      0.45408      0.32489
5226         1   10448884   10482065     48       3  14792      0.46919      0.31947
378708       1   10479944   10511739     76       7  15789      0.72165      0.23525
100526739    1   10480159   10513560     79       7  15847      0.73083      0.23244
1325         1   10499776   10513560     21       3  16289       1.1943      0.11618
1676         1   10519088   10542613     27       5  16047       0.6506      0.25765
5195         1   10525003   10692315    305      17  15428       1.1549      0.12406
54897        1   10695161   10866733    251      49  10473      0.84102      0.20017
148345       1   11005030   11052094    137      13  11211       1.1389      0.12737
23435        1   11062462   11087049     38       3  13789        1.212      0.11276
10747        1   11085080   11117296     35       2  13673       1.2555      0.10464
6723         1   11113149   11130091     27       1  15056      0.81155      0.20853
5394         1   11125175   11169961     39       2  15310      0.86826      0.19263
2475         1   11165088   11332614    134       3  15384      0.98402      0.16255
10218        1   11239346   11257538      7       2  10646      0.88344       0.1885
29914        1   11323255   11349991     13       3  13122      0.12625      0.44977
57540        1   11529295   11599140    144      11  14843      0.78838      0.21524
93611        1   11704432   11724884     41      13   9140      -0.5792      0.71877
26232        1   11706424   11724888     36      12   9026     -0.46606      0.67941
26270        1   11714150   11735911     52      10   9975      0.68542      0.24654
10459        1   11733037   11761678     82      16  10804      0.87653      0.19037
374946       1   11741781   11781836    111      20  11164     -0.41547       0.6611
57085        1   11786142   11812328     56       9  11522      -1.3431      0.91039
284498       1   11813827   11851142    161      12  14658     -0.38398       0.6495
4524         1   11844287   11876160    134       9  14348      0.15511      0.43837
1185         1   11856153   11904701    231      14  14330     0.038892      0.48449
4878         1   11904266   11917840     41       7  15619   -0.0090123       0.5036
4879         1   11916021   11928992     32       6  15933    -0.029171      0.51164
90231        1   11978145   11996485     44       9  14981       1.1996      0.11515
5351         1   11984724   12037099    118      11  15664       1.4479     0.073824
9927         1   12030238   12075072    101       8  13971        2.567    0.0051294
60672        1   12069299   12093606     46       9  13643       1.5793      0.05713
943          1   12113434   12205764    185      31  13524      0.64371      0.25988
7133         1   12217044   12270779    113      15  12394     -0.78289      0.78315
55187        1   12280101   12573599    141      14  10206      0.32145      0.37393
9249         1   12626439   12687820    159      26  13320      -1.6594      0.95148
343066       1   12694566   12728597     43       5   9105      -0.1456      0.55788
126767       1   12766118   12790226     58       7  15293     0.010596      0.49577
93190        1   12796163   12822602     63       4  16508      0.43743       0.3309
390999       1   12824984   12839549     21       3  15117      -1.0769      0.85924
65121        1   12841546   12858277     33       4   9362    0.0027562       0.4989
440560       1   12882968   12901264     64      14   3810      0.32104      0.37409
343069       1   12905761   12918578     77       5   2273       1.0812      0.13979
65122        1   12906941   12923264     97       7   2496       1.0026      0.15802
400735       1   12937533   12956025     35       7   3234       1.0495      0.14697
343071       1   12951227   12968094      8       4   3085     -0.14549      0.55784
441871       1   12966467   12981800      2       1   3329       -1.068      0.85724
440561       1   12996802   13017406      1       1   3329     -0.63811       0.7383
653606       1   13025543   13039881      1       1   3329     -0.41274       0.6601
441873       1   13130447   13146500      2       1   3329      0.33726      0.36796
440563       1   13181460   13194326     23       3   3329      -1.4834      0.93101
343068       1   13349819   13370557      1       1   3329    0.0087733       0.4965
391002       1   13385146   13400765      2       1   3329       0.3143      0.37665
391003       1   13472553   13487569      4       1   3329        1.229      0.10953
654348       1   13485254   13499760      5       2   2939      0.47328      0.31801
645414       1   13693389   13708405      2       1   2640     -0.64763      0.74139
391004       1   13706088   13720564      2       1   3329      0.58036      0.28084
645425       1   13726907   13749303      2       1   3329     -0.91558      0.82006
126755       1   13799945   13850242    160      29  11491      0.64243       0.2603
10630        1   13900252   13945952    125      21  14685     -0.17586       0.5698
7799         1   14016714   14153074    181      18  15428     -0.30731       0.6207
23254        1   14209646   15446044   3663     269  14727     -0.83556       0.7983
55092        1   15469028   15548474    367      23  16266      0.47793      0.31635
727684       1   15489192   15508120     72      11  16235     -0.36954      0.64414
114827       1   15563730   15726267    361      35  13645    -0.040398      0.51611
79180        1   15726391   15758339     69      12  13662    -0.017839      0.50712
11330        1   15754938   15774653     23       4  13562      -1.1918      0.88333
63036        1   15773223   15800086     66       9  15375      0.58247      0.28012
51032        1   15792596   15819395     52       6  15074       0.9947      0.15994
842          1   15816396   15861407    134       6  16498     -0.48764       0.6871
23341        1   15843343   15899728    117       6  15971     -0.47484      0.68255
79814        1   15896694   15921605    117       7  15781      0.15849      0.43703
84301        1   15933953   15997039    120       4  15859       0.8247      0.20477
6248         1   15976364   15989717     22       2  16357      0.74095      0.22936
23207        1   16000632   16062764    150       9  15956      0.27705      0.39087
284723       1   16052721   16069384     18       2  15501       1.2412      0.10727
388595       1   16058987   16075792     23       5  14017      0.73561      0.23098
54751        1   16073107   16114589     77      11  14256       1.5734     0.057809
440567       1   16132157   16144194     51       4  16440      0.39518      0.34636
23013        1   16164359   16268451    142      14  16443     -0.74901      0.77308
7709         1   16266864   16312627     73      11  16248      -1.4214       0.9224
101928566    1   16292626   16325201     90      11  16518      -1.6587      0.95141
149563       1   16320731   16334684     69       7  17026      -1.0916       0.8625
1187         1   16338486   16362048    121      11  16072     -0.94771      0.82836
27129        1   16339023   16356084     86       8  16704      -1.3957       0.9186
1188         1   16360231   16385321    182      19  12016     -0.59473      0.72399
348487       1   16382764   16410127     73       9   9050     -0.69868      0.75763
1969         1   16449332   16492582     53       8  10494     -0.80772      0.79037
128272       1   16523099   16549104     61       6  16966      0.81978      0.20617
101927546    1   16549843   16563528     25       2  17138      0.91584      0.17988
79363        1   16556682   16573659     21       4  16704       1.0374      0.14977
54455        1   16571839   16688965    197       7  16655      0.59823      0.27484
26099        1   16683525   16726143     71       7  15585       1.7427     0.040691
374955       1   16720601   16773919    113      16  14784      0.89464      0.18549
55707        1   16757167   16788085     53       9  13665     -0.21882      0.58661
100133301    1   16855561   16867698      3       1   2424      0.24778      0.40215
55672        1   16887422   16950100      7       2   3329      -1.9009      0.97134
729574       1   16989498   17001507      1       1   3329      0.74909       0.2269
11223        1   17079629   17100975      4       2   3329      -0.7797      0.78222
9696         1   17238445   17300974     96      11   7567       1.2067      0.11378
4237         1   17299497   17318081     36       4  14085      0.84457      0.19918
23400        1   17310953   17348467     58       7  14751      0.17187      0.43177
6390         1   17343717   17390665    121       9  14401     -0.29934      0.61766
11240        1   17391756   17455948    231      12  16353      -1.0714      0.85801
29943        1   17521621   17574001    175      38  12433     -0.79729      0.78736
51702        1   17565593   17612228    183      23  15387      -1.1779      0.88059
23569        1   17624690   17691995    303      17  15290     -0.58448      0.72055
353238       1   17688741   17729695    176      13  16092      -1.2013      0.88517
55920        1   17731751   17776250     87       9  15219     -0.81021      0.79109
55160        1   17836693   18025870    320      31  13703         1.62     0.052617
81569        1   18071808   18155058    175      16  14790    -0.057351      0.52287
84966        1   18424240   18706477    815      90  14538      0.16373      0.43497
127707       1   18797424   18814040     72       7  16329     -0.35489      0.63866
5081         1   18947500   19076860    266      42  11649      0.55768      0.28853
80834        1   19164593   19196155    146      20  11111     -0.23805      0.59408
8659         1   19196424   19239293     97      19   7930      -1.1504      0.87502
126917       1   19229274   19292826    170      21  12712       1.2287       0.1096
23352        1   19399500   19546812    179      12  16369      0.10433      0.45845
23065        1   19540658   19588053    112      11  16253      0.98814      0.16154
51154        1   19568075   19588122     67       9  16576      0.79201      0.21418
22977        1   19607557   19625280     26       6  16633      0.72148      0.23531
8574         1   19627702   19648640     65      12  16286      0.33752      0.36786
54896        1   19628740   19660425    112      14  15939    -0.079692      0.53176
832          1   19663767   19822066    437      19  15495     -0.18888      0.57491
440574       1   19913471   19957815     82      11  16215      0.76428      0.22235
100532736    1   19913471   19986449    154      20  15710       1.2365      0.10814
4681         1   19959723   19986449     68      14  15038       1.5936     0.055514
3362         1   19981780   20007555     47       5  15164       1.1357      0.12803
255104       1   20007206   20136424    302      33  14401      0.99569       0.1597
54546        1   20139022   20151771     56      13  13648     -0.49589      0.69002
23252        1   20198356   20240938     83      12  12204      0.25003      0.40128
30814        1   20245300   20260110     40       7  15399      -0.7616      0.77685
5320         1   20300424   20316932     41      10  13783       2.2722     0.011537
5322         1   20376157   20419894    119      14  15790      0.18532      0.42649
26279        1   20437643   20456059     38       9  12718       1.6743      0.04704
64600        1   20455823   20478379     30      10  12465      0.27862      0.39027
391013       1   20488984   20511687     45       9  15608     -0.41186      0.65978
127733       1   20502578   20524040     14       3  13820       1.0971      0.13629
127731       1   20607412   20683162    237      24  15899     -0.58073      0.71929
55450        1   20807384   20822728     28       6  15094      -1.6725      0.95279
79594        1   20824441   20844674     34       6  16110     -0.71558      0.76288
163933       1   20868932   20883013     43       6  16363      0.46369      0.32143
978          1   20905444   20946901    178      19  16228       1.5066     0.065954
65018        1   20949948   20979504     95      10  16798       2.1825     0.014536
1650         1   20976760   20998037     59       8  16203       2.4025    0.0081411
57576        1   20988975   21054317    181      34  13270      0.73516      0.23112
400745       1   21044725   21069133     47       8  14088     -0.26804      0.60567
50809        1   21067670   21123808     49       3  16388    -0.010055      0.50401
8672         1   21131285   21513381    411       9  14948      -0.5295      0.70177
1889         1   21542240   21682034    288      25  15683      0.26085       0.3971
84224        1   21756583   21812893    120       8  10835      0.68954      0.24524
249          1   21825475   21906405    275      23  15174      0.77196      0.22007
5909         1   21921208   22006010    230      39  15356       1.3603     0.086863
84196        1   22003291   22119688    270      17  15044     -0.11411      0.54542
401944       1   22128758   22153214     59      18  12900     -0.31565      0.62387
3339         1   22147237   22273750    227      21  14518    -0.036798      0.51468
23436        1   22293418   22317347    142      12  10314    -0.093966      0.53743
10136        1   22318149   22340535     90       7  10378      0.20688      0.41805
998          1   22369120   22420939     95      10  16336     -0.46146      0.67776
54361        1   22442298   22480474     76      10  16514     -0.63015       0.7357
9923         1   22768344   22859150     96       7  13898      -1.8663        0.969
2046         1   22880004   22931587    137      19  13604    -0.072486      0.52889
712          1   22953118   22967675     40       4  13096     -0.51598      0.69706
714          1   22959969   22976103     53       6  13067      0.23443      0.40732
713          1   22969682   22989630     52       6  13037      0.51257      0.30413
2048         1   23027263   23243323    381      40  14897      0.19058      0.42443
646262       1   23278036   23309524     66       8  15031      -1.2005      0.88503
729059       1   23335827   23352343     18       4  15330     -0.20959      0.58301
23028        1   23335937   23411684     79       7  15560     -0.27791      0.60946
7798         1   23409016   23514301    171      12  16386     -0.18639      0.57393
3352         1   23516888   23531222     35       4  16896     -0.18843      0.57473
10236        1   23634453   23681143     35       4  14362     -0.17821      0.57072
80818        1   23684441   23706357     45       5  15772      0.28691      0.38709
6920         1   23706055   23761269    100      14  13494       0.9634      0.16767
55616        1   23753556   23820750    125      10  11112      0.30554      0.37998
1870         1   23831420   23867712     60       9  12473      0.93766      0.17421
3399         1   23882921   23896285     30       8  11233       1.5983     0.054989
6135         1   24008269   24024415     15       4  11682      -0.3458      0.63525
6924         1   24059856   24090049     22       5  15912      0.17075      0.43221
57095        1   24094876   24116222      7       2  16163      0.14612      0.44191
11313        1   24107275   24123529      5       2  12674      0.40871      0.34138
2582         1   24120589   24137294     15       3  15478       0.5898      0.27766
3155         1   24126867   24175110     54       3  15845      0.37932      0.35223
2517         1   24170067   24204859    100       4  11381      0.10515      0.45813
1269         1   24195505   24295549    223      14   6607    -0.040011      0.51596
55629        1   24276301   24291452      3       1   3124     -0.15761      0.56262
10772        1   24291435   24316953      5       2   2816     -0.16317      0.56481
127294       1   24381031   24448665    202      22  14626     -0.25996      0.60255
58985        1   24444761   24479783     89      13  15654     -0.80568      0.78979
163702       1   24479147   24523765    108      15  14711      -1.2375      0.89205
57822        1   24635812   24692472     95      18  16235     -0.36051      0.64077
90529        1   24681989   24751587    151      11  16584     0.040456      0.48386
57185        1   24732245   24800973    168      12  16872       0.2084      0.41746
11123        1   24818841   24865010     73       7  15705      0.39951      0.34476
400746       1   24872567   24937319    228      28  16021      -1.0089      0.84349
10250        1   24959594   25001272     15       4  15341     -0.76402      0.77757
25932        1   25061760   25172315     77       5  14502      0.28515      0.38776
864          1   25224502   25301648    148      17  14016     -0.61419      0.73045
25949        1   25547267   25569013      1       1  10864     -0.43743       0.6691
57035        1   25567240   25584010      6       3  10145       1.0447      0.14808
6007         1   25588884   25658436     84      18   3481      -1.4589       0.9277
23585        1   25654789   25690352     26       4   7048     -0.72959      0.76718
6006         1   25686353   25757363     66       3  11345      0.24732      0.40233
55219        1   25747388   25828200    101       2  11262      0.20406      0.41915
26119        1   25860071   25896877     57       7   8994     -0.62497        0.734
57134        1   25933959   26112758    194      17  14620      -1.1804      0.88107
57190        1   26116667   26146213     64       5  14936     -0.39893      0.65503
56181        1   26136397   26160933     45       3  14332      0.26341      0.39612
79000        1   26156914   26195939     70       3  16140      0.20035       0.4206
164091       1   26186475   26212461     22       2  15411     -0.43083       0.6667
3925         1   26209170   26243368     36       3  16047     -0.81832      0.79341
5051         1   26284758   26336366     88       5  15943      0.40987      0.34095
2134         1   26338266   26364455     36       5  16174     -0.34222      0.63391
7780         1   26363013   26383439     40       3  16943      -0.5264      0.70069
84676        1   26376292   26404142     53       4  15977     -0.82218      0.79451
149420       1   26427656   26453539     65       2  16001     0.058178       0.4768
79927        1   26475511   26490619     26       5  15615     -0.80502       0.7896
51042        1   26486388   26498864     30       5  14691     -0.47559      0.68282
10256        1   26493981   26517875     52       6  14007     -0.65748      0.74456
378807       1   26507119   26530533     69      10  15950     -0.61943      0.73218
64793        1   26550644   26607029    155      11  15171     0.063834      0.47455
83442        1   26596213   26609513     41       6  14335     -0.99971      0.84128
91544        1   26607273   26654756    139      10  13883     -0.92246      0.82186
1043         1   26634411   26648514     52       6  14305      -1.1157      0.86772
55057        1   26646850   26690621    133      15  16230      0.31986      0.37454
257101       1   26686625   26711023     70      10  15072      0.36359      0.35808
79727        1   26727269   26757719     57       8  13747     -0.19279      0.57644
79947        1   26748773   26799297     54       8  14633      -0.3561      0.63912
3151         1   26788902   26804633     17       4  14183     -0.40881      0.65866
6195         1   26846249   26903020     94      10  14310     -0.03578      0.51427
8289         1   27012522   27110101    113       6  14324      0.55895       0.2881
101928728    1   27017123   27032896     18       3  13049      0.72269      0.23494
55650        1   27103739   27126394     17       3  13812    -0.059893      0.52388
84243        1   27143201   27185592     49       6  14108     -0.17214      0.56834
2810         1   27179633   27192447     14       3  15001      0.13007      0.44826
54707        1   27204372   27226869     24       5  15109     -0.22657      0.58962
63906        1   27215479   27236962     24       4  14182     -0.26213      0.60339
8431         1   27236475   27250567     26       4  15239     -0.20815      0.58244
10726        1   27238187   27274862     42       5  14451     -0.19045      0.57552
126695       1   27274547   27296901     20       3  14988      0.19237      0.42373
388610       1   27310189   27328877     19       3  10537     -0.32311      0.62669
115572       1   27330011   27349333      9       3  10047      -1.5102       0.9345
6548         1   27423800   27491621     51       3  14781      0.41964      0.33738
23038        1   27551007   27636624     49       6  11690     -0.21689      0.58585
84065        1   27638636   27664391     21       4  12576      0.67798      0.24889
84958        1   27658483   27681923     22       4   9976      0.94767      0.17165
9064         1   27680170   27703558     21       5  12014       1.7797     0.037564
8547         1   27694101   27711315     14       4  11538          1.3     0.096803
388611       1   27704096   27719823     16       1  13427      0.74922      0.22686
2827         1   27709148   27723818     14       1  13513      0.84381      0.19939
10163        1   27729234   27826678    103       3  14524       1.0051      0.15743
27245        1   27859256   27940463     26       4  12857       1.0042      0.15765
2268         1   27937300   27971727     19       9   8189       -1.307       0.9044
2537         1   27991072   28008724      8       4   6246      -0.4363      0.66869
199870       1   28042490   28090926      5       3   6844       -1.265      0.89707
23673        1   28089694   28152463      6       3   7314     -0.79401      0.78641
5511         1   28147252   28179683      4       2   7807     -0.51384      0.69632
9473         1   28189055   28214696     51       7  15002      -1.0615      0.85577
6118         1   28216535   28251255     89       6  16319     -0.43266      0.66737
27293        1   28251456   28287163    108       8  16167      0.31198      0.37753
55113        1   28276504   28296104     27       7  14594       1.3255     0.092499
2140         1   28295355   28425173    160      11  13500        1.428     0.076642
5724         1   28472177   28530447     54       8  14613      0.18293      0.42743
22826        1   28525289   28569542    103       6  16024      -0.4059      0.65759
93974        1   28552602   28566116     32       3  16188     -0.52949      0.70177
83667        1   28575963   28610502     53       5  15102     -0.74772      0.77269
54797        1   28645513   28663978     16       3  15044     -0.39766      0.65456
65979        1   28686093   28828381    264       4  16000     -0.46008      0.67727
1104         1   28822455   28867208     44       5  14233    -0.071548      0.52852
54952        1   28869529   28906557     42       4  13456      0.41057      0.34069
115273       1   28908712   28922598     13       4  13189     -0.17444      0.56924
6883         1   28928108   28985416     46       5  13221     -0.59211      0.72311
10691        1   28985234   29043615     66       6  15761     -0.51962      0.69834
51441        1   29053133   29097787     52       5  16333      -1.2118       0.8872
4985         1   29128654   29191708    162      17  14401     -0.21243      0.58411
2035         1   29203603   29448058    367      18  15061      0.70547      0.24026
399474       1   29444437   29460421     35       7  14557       1.5263     0.063465
6429         1   29472750   29518637     67      10  12990        0.689      0.24541
51102        1   29517885   29567460     90      10  14519      0.64111      0.26072
10076        1   29553028   29654825    196      24  13577      0.98332      0.16273
4146         1   31182624   31206432     67       8  14026     -0.43614      0.66863
7805         1   31203815   31240683     62      13  13171       1.1397       0.1272
9672         1   31340813   31391480     81      19  13157       -1.796      0.96375
9698         1   31402853   31548838    227      14  14458     -0.66599      0.74729
79570        1   31651092   31722734    198      10  13980     0.028707      0.48855
9410         1   31730915   31779644     98       4  14145     -0.49008      0.68796
51538        1   31759832   31840069    154       6  13643      -0.4812      0.68481
2170         1   31836600   31855923     25       4  13479     -0.48682      0.68681
347735       1   31872412   31909027     84       6  14914     -0.40598      0.65762
64129        1   32032086   32054790     25       8  12259      -1.0181      0.84569
3061         1   32073290   32094714     46       5  12807      -1.4502       0.9265
553115       1   32093963   32120838     30       3  13946     -0.79607        0.787
1307         1   32116348   32179768     82      12  15158      -1.2243      0.88959
576          1   32191218   32240494     24       6  11019     -0.81388      0.79214
90853        1   32254523   32291630     59       9  14087     0.037559      0.48502
8073         1   32370522   32413988     41       6  12423     -0.53495      0.70366
10657        1   32469295   32527960     13       7   8934     -0.41903       0.6624
55116        1   32528503   32569967     31       3  14061      0.90918      0.18163
23633        1   32563644   32643669     54       3  10968      0.78318      0.21676
200081       1   32635293   32665386     20       2  13129      0.79345      0.21376
79140        1   32656202   32672491     10       2  13218      0.77697      0.21859
55721        1   32661236   32675788     10       2  12185      0.39992      0.34461
149069       1   32664695   32683297     16       3  13227      0.51184      0.30438
8668         1   32677971   32698705     18       2  14050         0.35      0.36317
56063        1   32678540   32697954     17       2  13985      0.39401      0.34679
84734        1   32702818   32715961     13       2  11726       0.2311      0.40862
3932         1   32706840   32753266     11       4  11758      0.45831      0.32337
3065         1   32747708   32800727      4       2  14576      0.17385      0.43099
65108        1   32797930   32811840      2       1   3374      -1.2382      0.89218
100128071    1   32825371   32837844      1       1   1336      0.34779        0.364
55108        1   32829204   32870062      3       2   5206     -0.39562      0.65381
728116       1   32920658   32954960     28       3  12894      0.38284      0.35092
653121       1   32994772   33073042    136       4  15315     -0.50732      0.69404
339487       1   33084921   33126565     67       3   3666     0.076766       0.4694
5928         1   33106749   33153312     65       4   4576     -0.20705      0.58202
81493        1   33144007   33178361     30       3   7735     -0.89559      0.81476
57648        1   33197492   33242071     48      10  12337       1.0834      0.13931
8565         1   33239340   33293633     65       5  16388     -0.46361      0.67854
64766        1   33272368   33325980     56       6  15596     -0.46918      0.68053
252995       1   33326369   33348093     21       5  14400      0.12961      0.44844
3208         1   33341688   33361747     14       5  12728      0.21615      0.41444
113452       1   33358696   33377041      6       2  14296      -1.7257       0.9578
127544       1   33400550   33440467     59       5  14746     -0.82634      0.79569
204          1   33472041   33512512     36       2  16118       0.1795      0.42877
113451       1   33536711   33587632     42       3  14286      0.50245      0.30768
55223        1   33609500   33657671     72       2  15193    -0.093388       0.5372
149076       1   33711908   33767821     57       4  16153     -0.41476      0.66084
127550       1   33770867   33796699     53       7  15690       1.8812     0.029972
1912         1   33787724   33851194    130      12  15905       1.7603     0.039174
7579         1   33928232   33963605     62       7  16212      0.24208      0.40436
114784       1   33978109   34641443   1409     117  14711     -0.60351      0.72692
127540       1   34316076   34331892     25       4  16383     -0.75478      0.77481
84970        1   34622624   34686232    151      19  15067     -0.69102      0.75522
2709         1   35210648   35225613     24       5   3329       1.7915     0.036604
