GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
84275        1    9589528    9644331     21       1  44889      0.28188      0.38902
199953       1    9638932    9676435     22       2  44889      0.15328      0.43909
5293         1    9701789    9790672     39       5  44889      -1.6526      0.95079
22883        1    9787579    9894550     72       3  44889      0.13088      0.44794
56998        1    9906834    9980316     34       2  44889      0.23721      0.40625
84328        1    9980668   10013460     43       5  44889     -0.24402      0.59639
64802        1    9993486   10047056     69       8  44889      0.10095      0.45979
116362       1   10047255   10077578     48       5  44889     0.049802      0.48014
10277        1   10083041   10242797    221      12  44889      -0.1218      0.54847
23095        1   10260606   10443164    451      13  44889      0.17179       0.4318
5226         1   10448884   10482065     44       3  44889     -0.46141      0.67775
378708       1   10479944   10511739     56       4  44889        -1.81      0.96485
100526739    1   10480159   10513560     59       5  44889      -1.8046      0.96443
1325         1   10499776   10513560     16       2  44889      -1.1591       0.8768
1676         1   10519088   10542613     21       4  44889     -0.75616      0.77522
5195         1   10525003   10692315    239      15  44889     -0.98781      0.83838
54897        1   10695161   10866733     57       8  44889      0.37273      0.35467
148345       1   11005030   11052094     51       5  44889       1.1326       0.1287
23435        1   11062462   11087049     17       2  44889      -1.7705      0.96168
10747        1   11085080   11117296     35       4  44889     -0.85526       0.8038
6723         1   11113149   11130091     13       1  44889      0.18352      0.42719
5394         1   11125175   11169961     78       2  44889     -0.24451      0.59658
2475         1   11165088   11332614    263       6  44889     -0.19493      0.57728
10218        1   11239346   11257538     21       1  44889     -0.55244      0.70968
29914        1   11323255   11349991     13       3  44889      0.58434       0.2795
57540        1   11529295   11599140    125      10  44889       1.8936     0.029137
93611        1   11704432   11724884      2       1  44889       1.5372     0.062121
26232        1   11706424   11724888      2       1  44889       1.5372     0.062121
26270        1   11714150   11735911      2       1  44889       1.5372     0.062121
10459        1   11733037   11761678      2       1  44889       1.0431      0.14844
374946       1   11741781   11781836      2       1  44889      0.77678      0.21864
57085        1   11786142   11812328     10       2  44889      -1.1414      0.87315
284498       1   11813827   11851142    108       8  44889      0.21041      0.41667
4524         1   11844287   11876160    118       8  44889       1.7112     0.043519
1185         1   11856153   11904701    207      13  44889       2.2825      0.01123
4878         1   11904266   11917840     21       3  44889       1.9246     0.027137
4879         1   11916021   11928992     18       3  44889      0.82529       0.2046
90231        1   11978145   11996485     30       6  44889       1.7528     0.039815
5351         1   11984724   12037099     98       9  44889        1.234      0.10861
9927         1   12030238   12075072     78       7  44889       0.4865      0.31331
60672        1   12069299   12093606     15       4  44889      0.20482      0.41886
943          1   12113434   12205764     54       9  44889        1.112      0.13306
7133         1   12217044   12270779     45       5  44889      -1.3457      0.91079
55187        1   12280101   12573599     52       5  44889      0.47177      0.31854
9249         1   12626439   12687820     50       9  44889      0.52625      0.29936
343066       1   12694566   12728597      6       1  44889       1.0293      0.15167
126767       1   12766118   12790226     39       4  44889      0.68742      0.24591
93190        1   12796163   12822602     63       5  44889    0.0080533      0.49679
390999       1   12824984   12839549     13       2  44889       1.0165       0.1547
65121        1   12841546   12858277      2       1  44889       0.1226      0.45121
126755       1   13799945   13850242     44      12  44889     -0.67448         0.75
10630        1   13900252   13945952     54      11  44889       2.0715     0.019157
7799         1   14016714   14153074    223      19  44889       2.0232     0.021526
23254        1   14209646   15446044   2096     164  44889    -0.090638      0.53611
55092        1   15469028   15548474    327      21  44889      0.55575      0.28919
727684       1   15489192   15508120     64       9  44889       1.0727       0.1417
114827       1   15563730   15726267    208      24  44889      0.90848      0.18181
79180        1   15726391   15758339     21       4  44889       1.0379      0.14966
11330        1   15754938   15774653     12       1  44889      0.58452      0.27944
63036        1   15773223   15800086     23       3  44889      -1.7076      0.95615
51032        1   15792596   15819395     38       4  44889      -1.3582      0.91281
842          1   15816396   15861407    122       6  44889       0.1446      0.44251
23341        1   15843343   15899728    105       6  44889      0.44514      0.32811
79814        1   15896694   15921605     89       6  44889      0.48786      0.31282
84301        1   15933953   15997039    100       3  44889     -0.17286      0.56862
6248         1   15976364   15989717     17       2  44889     -0.24761      0.59778
23207        1   16000632   16062764    124       6  44889     -0.27819      0.60957
284723       1   16052721   16069384     13       1  44889      -2.0864      0.98153
388595       1   16058987   16075792     10       2  44889      -2.3399      0.99035
54751        1   16073107   16114589     24       4  44889     -0.58535      0.72084
440567       1   16132157   16144194     47       4  44889       0.5648       0.2861
23013        1   16164359   16268451    128      12  44889        1.596     0.055242
7709         1   16266864   16312627     65      10  44889       1.2693      0.10217
101928566    1   16292626   16325201     81      10  44889       1.1698      0.12105
149563       1   16320731   16334684     76       9  44889       1.3382     0.090411
1187         1   16338486   16362048     97      10  44889       2.0181     0.021793
27129        1   16339023   16356084     81       8  44889       1.8945     0.029077
1188         1   16360231   16385321     60       7  44889       1.7617     0.039059
1969         1   16449332   16492582     31       3  44889       1.1035       0.1349
128272       1   16523099   16549104     51       5  44889      0.83106      0.20297
101927546    1   16549843   16563528     26       3  44889       2.6965    0.0035031
79363        1   16556682   16573659     22       4  44889       2.4158    0.0078507
54455        1   16571839   16688965    185       7  44889       1.8102     0.035132
26099        1   16683525   16726143     59       5  44889      0.77729      0.21849
374955       1   16720601   16773919     70      13  44889      0.31918      0.37479
55707        1   16757167   16788085     42       7  44889      0.57452      0.28281
9696         1   17238445   17300974     12       2  44889     -0.97686      0.83568
4237         1   17299497   17318081     23       3  44889      0.55007      0.29113
23400        1   17310953   17348467     55       8  44889     -0.66832      0.74803
6390         1   17343717   17390665    124      11  44889      -1.7821      0.96263
11240        1   17391756   17455948    166       8  44889       -1.121      0.86887
29943        1   17521621   17574001     60      10  44889      0.36306      0.35828
51702        1   17565593   17612228    141      18  44889       1.3272     0.092218
23569        1   17624690   17691995    187      13  44889       0.4947       0.3104
353238       1   17688741   17729695    141      11  44889    -0.072232      0.52879
55920        1   17731751   17776250     62       5  44889     0.069063      0.47247
55160        1   17836693   18025870    165      11  44889       0.1132      0.45493
81569        1   18071808   18155058     79       8  44889        1.259      0.10401
84966        1   18424240   18706477    387      52  44889       1.7891     0.036798
127707       1   18797424   18814040     70       8  44889      0.72697      0.23362
5081         1   18947500   19076860     59      10  44889      0.15292      0.43923
80834        1   19164593   19196155     34       4  44889      0.38339      0.35071
8659         1   19196424   19239293      1       1  44889    -0.061953       0.5247
126917       1   19229274   19292826     58       5  44889     -0.67093      0.74887
23352        1   19399500   19546812    196      14  44889     -0.63957      0.73877
23065        1   19540658   19588053    123      12  44889        0.451        0.326
51154        1   19568075   19588122     69       9  44889        0.601      0.27392
22977        1   19607557   19625280     33       3  44889    0.0066311      0.49735
8574         1   19627702   19648640     33       6  44889      0.89012       0.1867
54896        1   19628740   19660425     75       9  44889       0.7412      0.22929
832          1   19663767   19822066    403      18  44889      0.84407      0.19931
440574       1   19913471   19957815     76      10  44889      0.82539      0.20457
100532736    1   19913471   19986449    137      18  44889      0.66979      0.25149
4681         1   19959723   19986449     56      12  44889      0.19873      0.42124
3362         1   19981780   20007555     42       5  44889     -0.62652      0.73451
255104       1   20007206   20136424    165      16  44889       0.2398      0.40524
54546        1   20139022   20151771      4       1  44889       0.4856      0.31362
23252        1   20198356   20240938     66      10  44889      0.28759      0.38683
30814        1   20245300   20260110     34       6  44889   -0.0075231        0.503
5320         1   20300424   20316932     12       4  44889      0.99086      0.16088
5322         1   20376157   20419894    113      14  44889       1.0878      0.13835
391013       1   20488984   20511687     26       5  44889      0.67206      0.25077
127733       1   20502578   20524040      8       1  44889      -1.4244      0.92284
127731       1   20607412   20683162    212      23  44889    -0.030882      0.51232
55450        1   20807384   20822728     23       5  44889       0.3635      0.35812
79594        1   20824441   20844674     28       4  44889       -1.294      0.90216
163933       1   20868932   20883013     40       6  44889      -1.9203      0.97259
978          1   20905444   20946901    143      18  44889     -0.53545      0.70383
65018        1   20949948   20979504     83       9  44889     -0.51765      0.69765
1650         1   20976760   20998037     50       7  44889      -0.6917      0.75544
57576        1   20988975   21054317     67      16  44889     -0.14105      0.55609
400745       1   21044725   21069133     47       8  44889       1.9124     0.027911
50809        1   21067670   21123808     85      10  44889       1.7005     0.044518
8672         1   21131285   21513381    527      14  44889       1.6003     0.054761
1889         1   21542240   21682034    268      24  44889       0.7313       0.2323
84224        1   21756583   21812893     90       7  44889      0.58462       0.2794
249          1   21825475   21906405    240      25  44889       1.9972     0.022903
5909         1   21921208   22006010    185      33  44889       1.9327     0.026635
84196        1   22003291   22119688    251      21  44889       1.1644      0.12213
401944       1   22128758   22153214     15       5  44889      0.89326      0.18586
3339         1   22147237   22273750    166      15  44889      -1.8085      0.96473
23436        1   22293418   22317347     24       2  44889     -0.18167      0.57208
10136        1   22318149   22340535     10       1  44889       0.3297      0.37081
998          1   22369120   22420939     62       7  44889     0.016034       0.4936
54361        1   22442298   22480474     69      10  44889      0.85736      0.19562
9923         1   22768344   22859150     78       5  44889       1.0219      0.15341
2046         1   22880004   22931587     31       6  44889      0.79279      0.21395
712          1   22953118   22967675     29       3  44889       1.3218     0.093124
714          1   22959969   22976103     39       4  44889       1.1708      0.12083
713          1   22969682   22989630     46       5  44889      0.62474      0.26607
2048         1   23027263   23243323    230      29  44889     -0.49031      0.68804
646262       1   23278036   23309524     47       5  44889       1.0296       0.1516
729059       1   23335827   23352343      8       2  44889      0.97241      0.16542
23028        1   23335937   23411684     49       3  44889      0.85298      0.19683
7798         1   23409016   23514301    129      11  44889      0.77967      0.21779
3352         1   23516888   23531222     25       3  44889  -0.00065884      0.50026
10236        1   23634453   23681143     26       2  44889      0.37701      0.35308
80818        1   23684441   23706357     41       5  44889       1.5872     0.056239
6920         1   23706055   23761269     77      11  44889       0.5228      0.30056
55616        1   23753556   23820750    116       9  44889       1.6882     0.045688
1870         1   23831420   23867712     31       3  44889       2.5446    0.0054703
3399         1   23882921   23896285     11       2  44889      0.51645      0.30277
6135         1   24008269   24024415     10       2  44889      0.21764      0.41386
6924         1   24059856   24090049     13       3  44889       2.0371     0.020821
57095        1   24094876   24116222      5       1  44889        2.001     0.022695
11313        1   24107275   24123529      2       1  44889       1.9517     0.025485
2582         1   24120589   24137294      7       1  44889       1.9899     0.023303
3155         1   24126867   24175110     37       1  44889       1.9546     0.025315
2517         1   24170067   24204859     58       1  44889       1.8847     0.029732
1269         1   24195505   24295549     52       1  44889       1.8288     0.033718
127294       1   24381031   24448665     92       7  44889    -0.037763      0.51506
58985        1   24444761   24479783     74      11  44889      0.53973      0.29469
163702       1   24479147   24523765     67       9  44889      0.16744      0.43351
57822        1   24635812   24692472     49       9  44889      0.12078      0.45193
90529        1   24681989   24751587    136      10  44889      0.13841      0.44496
57185        1   24732245   24800973    144      10  44889      0.60237      0.27346
11123        1   24818841   24865010     84      10  44889       1.5171      0.06462
400746       1   24872567   24937319    188      26  44889      -0.5244          0.7
10250        1   24959594   25001272      5       1  44889       1.3821     0.083476
25932        1   25061760   25172315     58       3  44889      0.81616       0.2072
864          1   25224502   25301648     75       7  44889      -0.5201       0.6985
26119        1   25860071   25896877     19       1  44889     -0.28968      0.61397
57134        1   25933959   26112758    127      12  44889      0.11574      0.45393
57190        1   26116667   26146213     54       4  44889      -1.1763      0.88026
56181        1   26136397   26160933     39       2  44889     -0.84021       0.7996
79000        1   26156914   26195939     60       2  44889       -1.025      0.84732
164091       1   26186475   26212461     16       1  44889      -0.5058       0.6935
3925         1   26209170   26243368     28       2  44889     -0.71035      0.76126
5051         1   26284758   26336366     72       3  44889      -1.5424      0.93851
2134         1   26338266   26364455     26       3  44889      -1.3222      0.90694
7780         1   26363013   26383439     34       3  44889      -1.2526      0.89482
84676        1   26376292   26404142     46       3  44889    -0.010257      0.50409
149420       1   26427656   26453539     53       1  44889     -0.17839      0.57079
79927        1   26475511   26490619     13       3  44889       -1.038      0.85036
51042        1   26486388   26498864     24       4  44889     -0.89675      0.81507
10256        1   26493981   26517875     43       5  44889       -1.551      0.93955
378807       1   26507119   26530533     49       7  44889      -1.8599      0.96855
64793        1   26550644   26607029    146      10  44889      0.22452      0.41118
83442        1   26596213   26609513     36       5  44889      0.32809      0.37142
91544        1   26607273   26654756    122       9  44889     0.086465      0.46555
1043         1   26634411   26648514     44       5  44889     -0.02654      0.51059
55057        1   26646850   26690621    117      14  44889    -0.018194      0.50726
257101       1   26686625   26711023     39       6  44889      0.15362      0.43895
79727        1   26727269   26757719     40       6  44889     -0.82163      0.79436
79947        1   26748773   26799297     54       8  44889     -0.31009      0.62175
3151         1   26788902   26804633     21       5  44889      -1.2689      0.89777
6195         1   26846249   26903020     88       9  44889     -0.53985      0.70535
8289         1   27012522   27110101     95       4  44889     0.095701      0.46188
101928728    1   27017123   27032896     17       3  44889     -0.21259      0.58418
55650        1   27103739   27126394     14       3  44889     -0.50759      0.69413
84243        1   27143201   27185592     45       5  44889     -0.36088       0.6409
2810         1   27179633   27192447     11       2  44889     -0.15769      0.56265
54707        1   27204372   27226869     18       3  44889     -0.35386      0.63828
63906        1   27215479   27236962     17       3  44889     -0.79042      0.78536
8431         1   27236475   27250567     21       3  44889      -1.0764      0.85912
10726        1   27238187   27274862     31       3  44889      -1.1181      0.86824
126695       1   27274547   27296901     16       2  44889     -0.71194      0.76175
388610       1   27310189   27328877      3       1  44889     -0.47259      0.68175
6548         1   27423800   27491621     27       1  44889      0.16563      0.43423
23038        1   27551007   27636624     63       6  44889     -0.17872      0.57092
84065        1   27638636   27664391     18       3  44889     -0.27066      0.60667
84958        1   27658483   27681923     12       2  44889       0.2032      0.41949
9064         1   27680170   27703558      7       1  44889      0.22774      0.40993
8547         1   27694101   27711315      8       2  44889      0.77492      0.21919
388611       1   27704096   27719823     16       1  44889      0.73306      0.23176
2827         1   27709148   27723818     13       1  44889      0.64971      0.25794
10163        1   27729234   27826678     80       1  44889      0.47761      0.31646
27245        1   27859256   27940463     11       1  44889       1.3674     0.085745
2268         1   27937300   27971727      1       1  44889      0.53536       0.2962
199870       1   28042490   28090926      1       1  44889     0.039866       0.4841
9473         1   28189055   28214696      8       1  44889      -1.2799       0.8997
6118         1   28216535   28251255     61       4  44889      -2.2309      0.98716
27293        1   28251456   28287163     91       7  44889      -1.9426      0.97397
55113        1   28276504   28296104     13       3  44889     -0.68221      0.75245
2140         1   28295355   28425173    126       9  44889     -0.25415      0.60031
5724         1   28472177   28530447     43       5  44889      0.89342      0.18582
22826        1   28525289   28569542     88       6  44889       1.0071      0.15695
93974        1   28552602   28566116     30       4  44889       1.4145     0.078614
83667        1   28575963   28610502     49       5  44889       1.5789     0.057184
54797        1   28645513   28663978     11       3  44889       1.5743     0.057714
65979        1   28686093   28828381    324       6  44889       2.0388     0.020734
1104         1   28822455   28867208     68       5  44889       1.9301     0.026795
54952        1   28869529   28906557     29       2  44889      0.64079      0.26083
115273       1   28908712   28922598      6       2  44889      0.84663       0.1986
6883         1   28928108   28985416     34       3  44889       1.3463     0.089099
10691        1   28985234   29043615     54       4  44889      -0.6918      0.75547
51441        1   29053133   29097787     48       4  44889     -0.16644       0.5661
4985         1   29128654   29191708    104       9  44889      0.54621      0.29246
2035         1   29203603   29448058    280      15  44889     -0.50088      0.69177
399474       1   29444437   29460421     18       4  44889     -0.61806      0.73173
6429         1   29472750   29518637     62       9  44889      0.56856      0.28483
51102        1   29517885   29567460    103      12  44889      0.47064      0.31895
10076        1   29553028   29654825    140      18  44889     -0.17008      0.56752
4146         1   31182624   31206432     46       5  44889     -0.13318      0.55298
7805         1   31203815   31240683     24       6  44889      -1.1972      0.88439
9672         1   31340813   31391480     19       5  44889      0.35742      0.36039
9698         1   31402853   31548838    189      11  44889      0.89695      0.18487
79570        1   31651092   31722734    158      10  44889       1.7159     0.043087
9410         1   31730915   31779644     97       5  44889       2.2321     0.012804
51538        1   31759832   31840069    156       6  44889       2.2776     0.011376
2170         1   31836600   31855923     26       5  44889       2.0636     0.019527
347735       1   31872412   31909027     10       2  44889      0.86008      0.19487
64129        1   32032086   32054790      2       1  44889       -0.272      0.60719
3061         1   32073290   32094714     36       3  44889     -0.43587      0.66853
553115       1   32093963   32120838     30       4  44889    -0.044616      0.51779
1307         1   32116348   32179768     66      10  44889      0.96182      0.16807
576          1   32191218   32240494      9       2  44889      0.73247      0.23194
90853        1   32254523   32291630     17       2  44889      -1.9956      0.97701
8073         1   32370522   32413988     30       3  44889      -0.1864      0.57393
10657        1   32469295   32527960      4       2  44889       1.1611      0.12279
55116        1   32528503   32569967     16       1  44889       1.9795      0.02388
23633        1   32563644   32643669     31       1  44889       1.9301     0.026796
200081       1   32635293   32665386      9       1  44889       1.7807     0.037478
79140        1   32656202   32672491      5       1  44889       1.7497     0.040081
55721        1   32661236   32675788      4       1  44889       1.7071     0.043902
149069       1   32664695   32683297      8       1  44889       1.7958     0.036263
8668         1   32677971   32698705     17       2  44889       1.9165     0.027648
56063        1   32678540   32697954     16       2  44889       1.9147     0.027765
84734        1   32702818   32715961     21       2  44889       2.3668    0.0089703
3932         1   32706840   32753266     16       2  44889       2.3239     0.010065
728116       1   32920658   32954960     22       2  44889      0.33127      0.37022
653121       1   32994772   33073042    119       3  44889     -0.29949      0.61772
339487       1   33084921   33126565     58       1  44889      -0.3781      0.64732
5928         1   33106749   33153312     71       2  44889     -0.78935      0.78505
81493        1   33144007   33178361     46       2  44889      -1.3826       0.9166
57648        1   33197492   33242071     24       4  44889     -0.23964       0.5947
8565         1   33239340   33293633     58       5  44889     -0.92923      0.82362
64766        1   33272368   33325980     50       5  44889     -0.54397      0.70677
252995       1   33326369   33348093     16       3  44889      0.06478      0.47417
3208         1   33341688   33361747      8       3  44889      0.21031      0.41671
113452       1   33358696   33377041      4       1  44889     -0.84275      0.80032
127544       1   33400550   33440467     51       4  44889     -0.69046      0.75505
204          1   33472041   33512512     31       1  44889     -0.59897       0.7254
113451       1   33536711   33587632     37       2  44889       0.3316      0.37009
55223        1   33609500   33657671     65       2  44889       1.7177     0.042925
149076       1   33711908   33767821     51       5  44889      0.73315      0.23173
127550       1   33770867   33796699     38       6  44889     -0.28098      0.61064
1912         1   33787724   33851194    114      10  44889     -0.51069      0.69522
7579         1   33928232   33963605     50       5  44889    -0.074269       0.5296
114784       1   33978109   34641443   1012      80  44889      -1.2382      0.89219
127540       1   34316076   34331892     19       3  44889      0.11294      0.45504
84970        1   34622624   34686232    109      11  44889     0.047601      0.48102
113444       1   35314463   35335417      4       1  44889     -0.22262      0.58808
58512        1   35329537   35401083      4       1  44889       1.3577     0.087277
100506144    1   35445627   35460948     11       1  44889      0.82231      0.20545
9204         1   35450266   35507569     46       1  44889      0.69445       0.2437
79830        1   35515387   35582960     55       4  44889       1.3968     0.081231
6421         1   35640481   35668766     26       2  44889      0.40787      0.34168
9202         1   35724444   35889045     99       4  44889      -1.3261      0.90759
79932        1   35897591   36033037     71       3  44889     -0.78365      0.78338
23154        1   36013311   36033880     15       2  44889      -0.6372        0.738
339488       1   36028971   36062429     15       2  44889      -1.2368      0.89191
5690         1   36038759   36117445     28       3  44889      -1.1695       0.8789
127703       1   36177977   36194790     14       2  44889     -0.83374      0.79778
63967        1   36184319   36245568     52       4  44889      -1.7749      0.96204
192670       1   36263231   36324991     45       5  44889      -1.2901       0.9015
26523        1   36325412   36396711     31       2  44889      -1.4845      0.93116
192669       1   36386364   36523860     56       2  44889       -0.957      0.83072
27285        1   36539676   36555377     10       1  44889     -0.98862      0.83858
54936        1   36544453   36561033      7       2  44889     -0.73042      0.76743
1296         1   36559340   36601305     45       5  44889     -0.54539      0.70726
27095        1   36600670   36631654     21       1  44889      -1.7832      0.96272
55700        1   36611751   36647950     19       2  44889     -0.32152      0.62609
9967         1   36680017   36772458     53       1  44889       1.9741     0.024187
79729        1   36761889   36795044     25       2  44889       1.9893     0.023337
55194        1   36786131   36800567      8       2  44889        1.851     0.032083
83931        1   36803725   36861525     33       3  44889      0.92218      0.17822
84967        1   36857531   36873493     38       2  44889      0.16559      0.43424
127700       1   36882007   36926086    140       5  44889      0.32257      0.37351
64960        1   36919862   36940040     45       5  44889      0.59203      0.27692
1441         1   36930144   36958915     24       5  44889       1.0173       0.1545
2899         1   37259628   37509844    266      19  44889       2.0688     0.019281
80149        1   37930119   37951478     11       2  44889    0.0016278      0.49935
64769        1   37954061   37990420     82      11  44889       1.1977      0.11551
79753        1   37998550   38029945     47       7  44889       1.3414     0.089892
7802         1   38012520   38033958     40       6  44889       1.4056     0.079916
29889        1   38030913   38071586     57       7  44889       1.4825     0.069099
284654       1   38075321   38110595     48       7  44889      0.67917      0.24852
54955        1   38145742   38168007     42       4  44889        1.651     0.049365
55143        1   38148073   38176891     56       5  44889       1.5289      0.06314
284656       1   38180146   38240824    125      11  44889     -0.25417      0.60032
149175       1   38249721   38268778     17       3  44889      0.36348      0.35812
127687       1   38263473   38276626      4       2  44889      0.62886      0.26472
79693        1   38267114   38283865      3       1  44889      0.42758      0.33448
4520         1   38273739   38335292     37       4  44889      0.35143      0.36263
3633         1   38324869   38422729     69       5  44889      0.26272      0.39638
10946        1   38421147   38466019     34       3  44889     -0.27898      0.60987
2275         1   38460939   38481199      1       1  44889      0.44047       0.3298
51118        1   38468384   38491997      7       2  44889      0.21892      0.41335
5453         1   38508023   38522450     11       3  44889   0.00090436      0.49964
64121        1   39302369   39335495     57       9  44889       1.9793     0.023891
26292        1   39326662   39349050     33       5  44889       1.0628      0.14393
81025        1   39338239   39357298     45       4  44889       1.3074     0.095546
54933        1   39349114   39417456    113      13  44889       1.4883     0.068333
79647        1   39446916   39473237     50       4  44889       1.1913      0.11676
4725         1   39481967   39501808     52       5  44889      0.94558      0.17218
23499        1   39539839   39954310    401      15  44889       3.8554   5.7769e-05
643314       1   39865176   39883654     12       3  44889       3.5337   0.00020487
353500       1   39947318   39997041     65       9  44889       3.7879   7.5974e-05
8761         1   40024985   40052522     49       8  44889       4.6356   1.7799e-06
26508        1   40087603   40115348     41      12  44889       3.5574   0.00018729
84618        1   40123293   40147710     44       8  44889      0.99189      0.16062
51440        1   40142820   40167382     46       6  44889       1.6975       0.0448
10450        1   40194517   40231086     37       5  44889      0.89409      0.18564
656          1   40222403   40264533     23       3  44889    -0.094299      0.53756
64064        1   40233697   40247020      9       2  44889      0.28789      0.38671
101929536    1   40244654   40257343     17       2  44889     -0.13143      0.55228
54802        1   40305203   40359177    122      12  44889       1.2899     0.098547
4610         1   40359596   40377687     20       4  44889       1.6321     0.051333
84879        1   40410784   40437130     14       3  44889       1.7455     0.040453
10487        1   40495912   40539821    126       6  44889       1.3638     0.086322
5538         1   40536882   40573142    106      10  44889       2.0467     0.020343
6018         1   40617041   40708093     63       8  44889       2.3805     0.008645
127391       1   40703573   40718865      9       4  44889       1.4841     0.068897
