GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
5351         1   11984724   12037099    132      15  413466      0.54534      0.29276
9927         1   12030238   12075072     99      10  413466      0.52546      0.29963
60672        1   12069299   12093606     48      10  413466     -0.15095      0.55999
943          1   12113434   12205764    225      44  413466       2.5828    0.0048997
7133         1   12217044   12270779    155      20  413466     -0.67029      0.74866
55187        1   12280101   12573599    386      32  413466       0.7529      0.22576
9249         1   12626439   12687820    212      40  413466      -1.5991       0.9451
343066       1   12694566   12728597     95      10  413466      0.55106      0.29079
126767       1   12766118   12790226     79      13  413466       1.9855     0.023542
93190        1   12796163   12822602     90      11  413466        1.804     0.035616
390999       1   12824984   12839549     42       9  413466       1.1911       0.1168
65121        1   12841546   12858277     25       6  413466     -0.77499      0.78083
440560       1   12882968   12901264     46       7  413466     -0.40417      0.65696
343069       1   12905761   12918578     74       4  413466      0.46878      0.31962
65122        1   12906941   12923264     86       6  413466      0.41957       0.3374
400735       1   12937533   12956025      2       1  413466     0.092217      0.46326
343071       1   12951227   12968094      1       1  413466      0.53276       0.2971
441873       1   13130447   13146500      2       1  413466      0.51958      0.30168
440563       1   13181460   13194326     37       7  413466       1.5963      0.05521
391002       1   13385146   13400765      4       2  413466       2.4349    0.0074487
391003       1   13472553   13487569      2       1  413466      0.77429      0.21938
654348       1   13485254   13499760      1       1  413466     -0.41601       0.6613
645414       1   13693389   13708405      1       1  413466      0.82214       0.2055
645425       1   13726907   13749303      2       1  413466       2.2479     0.012292
126755       1   13799945   13850242    210      45  413466       1.6652     0.047936
10630        1   13900252   13945952    139      26  413466       1.7742     0.038019
7799         1   14016714   14153074    394      29  413466       1.5603     0.059341
23254        1   14209646   15446044   4414     326  413466       2.5031    0.0061549
55092        1   15469028   15548474    394      30  413466      -1.4158      0.92159
727684       1   15489192   15508120     80      13  413466     -0.32021       0.6256
114827       1   15563730   15726267    507      52  413466       1.0021      0.15814
79180        1   15726391   15758339     96      22  413466         1.25      0.10565
11330        1   15754938   15774653     38       9  413466      0.23726      0.40623
63036        1   15773223   15800086     75      13  413466      -1.3329      0.90872
51032        1   15792596   15819395     74      12  413466      0.40322      0.34339
842          1   15816396   15861407    143       8  413466      0.50533      0.30666
23341        1   15843343   15899728    138      11  413466      0.28569      0.38756
79814        1   15896694   15921605    111      10  413466      0.72424      0.23446
84301        1   15933953   15997039    127       6  413466      0.89908       0.1843
6248         1   15976364   15989717     21       3  413466      0.91449      0.18023
23207        1   16000632   16062764    171      13  413466      0.94373      0.17265
284723       1   16052721   16069384     22       3  413466        1.217       0.1118
388595       1   16058987   16075792     26       6  413466      0.88936       0.1869
54751        1   16073107   16114589     88      15  413466     -0.35673      0.63935
440567       1   16132157   16144194     51       5  413466      -1.4067      0.92025
23013        1   16164359   16268451    160      19  413466      0.24376      0.40371
7709         1   16266864   16312627     77      14  413466    -0.035488      0.51415
101928566    1   16292626   16325201     98      14  413466      0.28928      0.38618
149563       1   16320731   16334684     83      10  413466      0.29623      0.38353
1187         1   16338486   16362048    121      13  413466     -0.25611      0.60107
27129        1   16339023   16356084     95      11  413466     -0.16278      0.56465
1188         1   16360231   16385321    144      18  413466     -0.15985       0.5635
348487       1   16382764   16410127     74       9  413466     0.036872      0.48529
1969         1   16449332   16492582     77      14  413466      0.82432      0.20488
128272       1   16523099   16549104     62       8  413466      0.76676      0.22161
101927546    1   16549843   16563528     33       4  413466       1.0925       0.1373
79363        1   16556682   16573659     30       7  413466       1.5893     0.055992
54455        1   16571839   16688965    247      14  413466       1.3707     0.085241
26099        1   16683525   16726143     80      10  413466      0.70493      0.24043
374955       1   16720601   16773919    133      23  413466       0.8116      0.20851
55707        1   16757167   16788085     70      14  413466       1.8018     0.035786
100133301    1   16855561   16867698      6       3  413466    -0.031775      0.51267
55672        1   16887422   16950100      7       4  413466     -0.53971       0.7053
9696         1   17238445   17300974    114      17  413466       1.0953       0.1367
4237         1   17299497   17318081     41       7  413466       1.8255     0.033963
23400        1   17310953   17348467     78      13  413466       1.3274     0.092192
6390         1   17343717   17390665    157      16  413466       1.8319     0.033485
11240        1   17391756   17455948    260      16  413466        1.586      0.05637
29943        1   17521621   17574001    209      50  413466       1.0917      0.13748
51702        1   17565593   17612228    198      27  413466      0.25083      0.40097
23569        1   17624690   17691995    339      24  413466     -0.10836      0.54314
353238       1   17688741   17729695    206      19  413466       1.1969      0.11567
55920        1   17731751   17776250     98      12  413466       1.0912       0.1376
55160        1   17836693   18025870    443      54  413466      0.28217      0.38891
81569        1   18071808   18155058    219      25  413466     -0.82698      0.79587
84966        1   18424240   18706477   1003     123  413466       2.1187     0.017059
127707       1   18797424   18814040     87      12  413466      0.96951      0.16614
5081         1   18947500   19076860    365      61  413466       1.7507     0.039998
80834        1   19164593   19196155    169      26  413466      -2.1996      0.98608
8659         1   19196424   19239293    163      21  413466      -1.1541      0.87578
126917       1   19229274   19292826    210      30  413466      -0.1012       0.5403
23352        1   19399500   19546812    252      16  413466    -0.049663       0.5198
23065        1   19540658   19588053    157      19  413466       0.2039      0.41922
51154        1   19568075   19588122     90      14  413466     -0.12988      0.55167
22977        1   19607557   19625280     52       8  413466       1.3638     0.086314
8574         1   19627702   19648640     73      14  413466       2.1212     0.016954
54896        1   19628740   19660425    124      18  413466       1.9178     0.027566
832          1   19663767   19822066    527      25  413466       1.8186     0.034484
440574       1   19913471   19957815     96      15  413466      0.87551      0.19065
100532736    1   19913471   19986449    192      29  413466        1.048      0.14732
4681         1   19959723   19986449     89      21  413466       1.0028      0.15798
3362         1   19981780   20007555     67      11  413466       1.0102       0.1562
255104       1   20007206   20136424    423      53  413466      -1.1706      0.87913
54546        1   20139022   20151771     75      19  413466      -1.3628      0.91353
23252        1   20198356   20240938     94      16  413466      -1.6258        0.948
30814        1   20245300   20260110     49      10  413466     0.081469      0.46753
5320         1   20300424   20316932     42      12  413466      -0.9322      0.82438
5322         1   20376157   20419894    143      20  413466      -1.3623      0.91344
26279        1   20437643   20456059     46      12  413466     -0.40539       0.6574
64600        1   20455823   20478379     52      23  413466        1.186      0.11782
391013       1   20488984   20511687     53      13  413466       1.4219     0.077533
127733       1   20502578   20524040     27      10  413466    -0.012833      0.50512
127731       1   20607412   20683162    274      25  413466       2.2352     0.012701
55450        1   20807384   20822728     28       7  413466       1.9079       0.0282
79594        1   20824441   20844674     46      11  413466       1.7682     0.038514
163933       1   20868932   20883013     50       8  413466       1.8931     0.029171
978          1   20905444   20946901    165      21  413466     -0.73423      0.76859
65018        1   20949948   20979504    103      12  413466      0.10648       0.4576
1650         1   20976760   20998037     60       9  413466     -0.77252       0.7801
57576        1   20988975   21054317    224      44  413466       1.8285     0.033736
400745       1   21044725   21069133     63      13  413466       2.9833     0.001426
50809        1   21067670   21123808    112      16  413466       2.9248    0.0017236
8672         1   21131285   21513381    677      24  413466       2.7291    0.0031752
1889         1   21542240   21682034    367      36  413466       2.7599    0.0028906
84224        1   21756583   21812893    154      14  413466     -0.74979      0.77331
249          1   21825475   21906405    316      31  413466      -1.1122      0.86697
5909         1   21921208   22006010    300      45  413466      0.59253      0.27675
84196        1   22003291   22119688    360      30  413466       2.6431    0.0041077
401944       1   22128758   22153214     82      26  413466       1.3195     0.093495
3339         1   22147237   22273750    366      35  413466      0.89823      0.18453
23436        1   22293418   22317347    102      15  413466      0.10195       0.4594
10136        1   22318149   22340535     66      11  413466      0.84305       0.1996
998          1   22369120   22420939    117      16  413466       2.1379     0.016261
54361        1   22442298   22480474    120      22  413466       2.4656    0.0068392
9923         1   22768344   22859150    145      18  413466    -0.042294      0.51687
2046         1   22880004   22931587    172      29  413466     -0.54839      0.70829
712          1   22953118   22967675     42       5  413466     -0.20625       0.5817
714          1   22959969   22976103     56       8  413466     -0.25302      0.59987
713          1   22969682   22989630     63       8  413466     0.090139      0.46409
2048         1   23027263   23243323    447      56  413466        1.851     0.032086
646262       1   23278036   23309524     82      13  413466     -0.26411      0.60415
729059       1   23335827   23352343     19       5  413466    -0.078138      0.53114
23028        1   23335937   23411684     95      11  413466      0.22977      0.40913
7798         1   23409016   23514301    208      20  413466     -0.10619      0.54228
3352         1   23516888   23531222     33       4  413466     -0.76264      0.77716
10236        1   23634453   23681143     43       7  413466       1.8545     0.031832
80818        1   23684441   23706357     53       8  413466        1.371     0.085189
6920         1   23706055   23761269    138      20  413466      0.11552      0.45402
55616        1   23753556   23820750    152      15  413466     -0.28993      0.61406
1870         1   23831420   23867712     66      11  413466       0.6514       0.2574
3399         1   23882921   23896285     33      10  413466     -0.64519       0.7406
6135         1   24008269   24024415     23       8  413466     -0.57138      0.71613
6924         1   24059856   24090049     29       8  413466      0.46734      0.32013
57095        1   24094876   24116222     12       5  413466      0.58476      0.27936
11313        1   24107275   24123529      7       3  413466       1.0197      0.15393
2582         1   24120589   24137294     15       3  413466      0.39511      0.34638
3155         1   24126867   24175110     61       5  413466      0.13574      0.44601
2517         1   24170067   24204859     96       5  413466      0.24398      0.40362
1269         1   24195505   24295549    197      15  413466      0.14212      0.44349
55629        1   24276301   24291452      6       2  413466      -1.5518      0.93965
10772        1   24291435   24316953      6       3  413466      -1.3573      0.91266
127294       1   24381031   24448665    219      26  413466     -0.17832      0.57077
58985        1   24444761   24479783    109      18  413466     0.079826      0.46819
163702       1   24479147   24523765    146      21  413466      0.90525      0.18267
57822        1   24635812   24692472    132      30  413466      0.65405      0.25654
90529        1   24681989   24751587    177      16  413466       1.2513      0.10541
57185        1   24732245   24800973    191      17  413466       1.5762     0.057487
11123        1   24818841   24865010    118      16  413466        0.991      0.16084
400746       1   24872567   24937319    265      28  413466      0.97989      0.16357
10250        1   24959594   25001272     43       8  413466       1.9304     0.026776
25932        1   25061760   25172315    112      13  413466      0.84632      0.19869
864          1   25224502   25301648    182      28  413466      0.19592      0.42233
25949        1   25547267   25569013     17      11  413466       1.2197       0.1113
57035        1   25567240   25584010     14       7  413466       1.3114     0.094857
6007         1   25588884   25658436     31      10  413466       1.6768     0.046789
23585        1   25654789   25690352     31       7  413466      0.77537      0.21906
6006         1   25686353   25757363     80       7  413466      0.36367      0.35805
55219        1   25747388   25828200    125       5  413466    -0.022211      0.50886
26119        1   25860071   25896877     91      14  413466     -0.21077      0.58347
57134        1   25933959   26112758    276      23  413466     0.030783      0.48772
57190        1   26116667   26146213     73       7  413466      -1.2295      0.89056
56181        1   26136397   26160933     52       4  413466     -0.89918      0.81572
79000        1   26156914   26195939     70       3  413466     -0.72137      0.76466
164091       1   26186475   26212461     30       5  413466      0.47354      0.31791
3925         1   26209170   26243368     44       5  413466      0.59699      0.27526
5051         1   26284758   26336366    105       8  413466      0.45791      0.32351
2134         1   26338266   26364455     43       8  413466      0.12948      0.44849
7780         1   26363013   26383439     43       5  413466     -0.53559      0.70388
84676        1   26376292   26404142     67       7  413466     -0.25458      0.60048
149420       1   26427656   26453539     67       3  413466     -0.77812      0.78175
79927        1   26475511   26490619     38      10  413466      0.64567      0.25925
51042        1   26486388   26498864     39       8  413466      0.58386      0.27966
10256        1   26493981   26517875     61       9  413466       1.3498     0.088542
378807       1   26507119   26530533     76      13  413466       1.1294      0.12936
64793        1   26550644   26607029    170      14  413466       2.1199     0.017005
83442        1   26596213   26609513     42       6  413466        2.222     0.013141
91544        1   26607273   26654756    144      12  413466       1.9709     0.024366
1043         1   26634411   26648514     49       5  413466        2.168      0.01508
55057        1   26646850   26690621    144      18  413466      0.71588      0.23703
257101       1   26686625   26711023     84      14  413466       0.7482      0.22717
79727        1   26727269   26757719     61      11  413466     0.018797       0.4925
79947        1   26748773   26799297     78      14  413466      0.26937      0.39382
3151         1   26788902   26804633     26       7  413466     -0.84169      0.80002
6195         1   26846249   26903020    114      15  413466      0.12759      0.44924
8289         1   27012522   27110101    132       9  413466       2.2354     0.012697
101928728    1   27017123   27032896     21       5  413466       2.4071    0.0080404
55650        1   27103739   27126394     23       6  413466       2.0121     0.022106
84243        1   27143201   27185592     57       8  413466       1.9173     0.027598
2810         1   27179633   27192447     16       4  413466       2.4502     0.007139
54707        1   27204372   27226869     28       6  413466       1.7918     0.036581
63906        1   27215479   27236962     26       6  413466       2.0129     0.022064
8431         1   27236475   27250567     26       4  413466       2.0928     0.018186
10726        1   27238187   27274862     51       8  413466       2.0156     0.021923
126695       1   27274547   27296901     25       4  413466       2.1398     0.016186
388610       1   27310189   27328877     20       4  413466      0.98562      0.16216
115572       1   27330011   27349333     12       4  413466     -0.28234      0.61116
6548         1   27423800   27491621     67       8  413466       3.2923   0.00049683
23038        1   27551007   27636624    116      14  413466       1.5347     0.062433
84065        1   27638636   27664391     46      10  413466        1.388     0.082572
84958        1   27658483   27681923     58      12  413466       1.4019     0.080473
9064         1   27680170   27703558     44      13  413466       2.2561     0.012033
8547         1   27694101   27711315     20       7  413466       2.4195    0.0077713
388611       1   27704096   27719823     17       1  413466      0.91929      0.17897
2827         1   27709148   27723818     16       2  413466      0.88904      0.18699
10163        1   27729234   27826678    134       9  413466      0.77831      0.21819
27245        1   27859256   27940463     80      13  413466       2.5807    0.0049299
2268         1   27937300   27971727     61      12  413466       2.9029    0.0018489
2537         1   27991072   28008724     29       6  413466     -0.90073      0.81613
199870       1   28042490   28090926     86       4  413466      0.20876      0.41732
23673        1   28089694   28152463     61       6  413466       -0.419      0.66239
5511         1   28147252   28179683     32       4  413466      -2.5107      0.99397
9473         1   28189055   28214696     67      12  413466      0.32936      0.37094
6118         1   28216535   28251255     86       8  413466     -0.03556      0.51418
27293        1   28251456   28287163    119      11  413466      0.53153      0.29753
55113        1   28276504   28296104     45      12  413466      0.34225      0.36608
2140         1   28295355   28425173    236      24  413466    -0.098654      0.53929
5724         1   28472177   28530447     72      13  413466       2.2474     0.012308
22826        1   28525289   28569542    125      11  413466       1.3404     0.090063
93974        1   28552602   28566116     43       7  413466       1.2637      0.10316
83667        1   28575963   28610502     80      10  413466       1.3981     0.081038
54797        1   28645513   28663978     24       8  413466       3.0739    0.0010563
65979        1   28686093   28828381    402      11  413466       2.6059    0.0045822
1104         1   28822455   28867208     97       9  413466       1.9266     0.027015
54952        1   28869529   28906557     58       9  413466       3.1605   0.00078761
115273       1   28908712   28922598     21       9  413466       3.0819    0.0010286
6883         1   28928108   28985416     61       9  413466       3.5725    0.0001768
10691        1   28985234   29043615     77       9  413466       3.1597   0.00078974
51441        1   29053133   29097787     67       9  413466       1.9524     0.025445
4985         1   29128654   29191708    174      22  413466       4.2584   1.0294e-05
2035         1   29203603   29448058    415      28  413466       3.7489   8.8804e-05
399474       1   29444437   29460421     37       8  413466       2.9741    0.0014692
6429         1   29472750   29518637     90      16  413466       1.5692     0.058301
51102        1   29517885   29567460    127      17  413466       1.2025      0.11458
10076        1   29553028   29654825    249      36  413466       1.6684     0.047622
4146         1   31182624   31206432     72      11  413466       1.8149     0.034772
7805         1   31203815   31240683     83      20  413466        1.659     0.048558
9672         1   31340813   31391480     98      27  413466       2.0586     0.019764
9698         1   31402853   31548838    273      17  413466       1.1087      0.13378
79570        1   31651092   31722734    238      18  413466       1.2855      0.09931
9410         1   31730915   31779644    130       9  413466       2.1047     0.017661
51538        1   31759832   31840069    200      12  413466       2.1948      0.01409
2170         1   31836600   31855923     38       8  413466       2.2823     0.011237
347735       1   31872412   31909027    107      10  413466       1.4965     0.067257
64129        1   32032086   32054790     38      14  413466      0.95431      0.16996
3061         1   32073290   32094714     50       6  413466      0.82412      0.20493
553115       1   32093963   32120838     38       6  413466       1.2565      0.10446
1307         1   32116348   32179768    116      22  413466       0.0193       0.4923
576          1   32191218   32240494     45      10  413466     -0.84088      0.79979
90853        1   32254523   32291630     72      13  413466     -0.63832      0.73837
8073         1   32370522   32413988     57      10  413466      0.78443      0.21639
10657        1   32469295   32527960     36      12  413466      0.70998      0.23886
55116        1   32528503   32569967     49       8  413466      -1.6258        0.948
23633        1   32563644   32643669     85      10  413466     -0.12822      0.55101
200081       1   32635293   32665386     34       7  413466       -1.205      0.88591
79140        1   32656202   32672491     18       5  413466     -0.50573      0.69348
55721        1   32661236   32675788     13       3  413466     -0.14048      0.55586
149069       1   32664695   32683297     23       5  413466    -0.084276      0.53358
8668         1   32677971   32698705     27       5  413466     -0.13184      0.55245
56063        1   32678540   32697954     26       5  413466     -0.13746      0.55467
84734        1   32702818   32715961     30       4  413466      0.96447       0.1674
3932         1   32706840   32753266     49      14  413466      0.72343      0.23471
3065         1   32747708   32800727     33      17  413466      0.30673      0.37952
65108        1   32797930   32811840      7       5  413466      0.21681      0.41418
81629        1   32808365   32831598     11       7  413466       0.9127       0.1807
100128071    1   32825371   32837844      5       3  413466     -0.20137       0.5798
55108        1   32829204   32870062     24      13  413466    -0.033301      0.51328
728116       1   32920658   32954960     38       6  413466     -0.43891      0.66964
653121       1   32994772   33073042    173      10  413466      0.15783      0.43729
339487       1   33084921   33126565    103       6  413466      -1.1786      0.88072
5928         1   33106749   33153312    101       5  413466     -0.78896      0.78493
81493        1   33144007   33178361     66       6  413466     -0.48577      0.68644
57648        1   33197492   33242071     71      18  413466      0.55097      0.29083
8565         1   33239340   33293633     76       9  413466      0.63876      0.26149
64766        1   33272368   33325980     71      10  413466      0.96221      0.16797
252995       1   33326369   33348093     25       7  413466       1.1754      0.11992
3208         1   33341688   33361747     25      10  413466       1.0549      0.14573
113452       1   33358696   33377041     15       5  413466       1.4168     0.078275
127544       1   33400550   33440467     65       8  413466      0.45699      0.32384
204          1   33472041   33512512     60       8  413466      0.77845      0.21815
113451       1   33536711   33587632     64       9  413466       1.3091     0.095251
55223        1   33609500   33657671     92       6  413466       1.8391     0.032949
149076       1   33711908   33767821     93      14  413466       2.0397      0.02069
127550       1   33770867   33796699     60      12  413466       0.7925      0.21403
1912         1   33787724   33851194    162      19  413466      0.60095      0.27394
7579         1   33928232   33963605     70       9  413466        2.757    0.0029169
114784       1   33978109   34641443   1709     156  413466      0.33458      0.36897
127540       1   34316076   34331892     30       6  413466     -0.78392      0.78346
84970        1   34622624   34686232    202      29  413466       2.4234    0.0076873
2709         1   35210648   35225613     51      13  413466     0.066227       0.4736
127534       1   35215342   35230825     57      14  413466     -0.66755      0.74779
2707         1   35236790   35253467     58      13  413466     -0.87902      0.81031
2701         1   35248559   35262851     45       9  413466    -0.086793      0.53458
113444       1   35314463   35335417     46      14  413466       1.1134      0.13276
58512        1   35329537   35401083    106      31  413466       3.3486    0.0004061
100506144    1   35445627   35460948     19       3  413466       1.5688     0.058346
9204         1   35450266   35507569     71       5  413466       1.7492      0.04013
79830        1   35515387   35582960     74       8  413466       2.4369    0.0074078
6421         1   35640481   35668766     38       3  413466       1.2889     0.098722
